A2BBX6,A,B1,B2,X,nA,nB1,nB2,nX,rA,rB1,rB2,rBavg,rX,tau
Cs2VDyBr6,Cs,V,Dy,Br,1,2,2,-1,188.0,79.0,107.0,93.0,196.0,3.9796260565154022
Cs2VDyI6,Cs,V,Dy,I,1,2,2,-1,188.0,79.0,107.0,93.0,220.00000000000003,4.237690572644435
Cs2VTmF6,Cs,V,Tm,F,1,2,2,-1,188.0,79.0,103.0,91.0,133.0,3.308815222379253
Cs2VTmCl6,Cs,V,Tm,Cl,1,2,2,-1,188.0,79.0,103.0,91.0,181.0,3.8362877498517802
Cs2VTmBr6,Cs,V,Tm,Br,1,2,2,-1,188.0,79.0,103.0,91.0,196.0,4.001122914686945
Cs2VTmI6,Cs,V,Tm,I,1,2,2,-1,188.0,79.0,103.0,91.0,220.00000000000003,4.264859178423209
Cs2VYbF6,Cs,V,Yb,F,1,2,2,-1,188.0,79.0,102.0,90.5,133.0,3.3110446358913306
Cs2VYbCl6,Cs,V,Yb,Cl,1,2,2,-1,188.0,79.0,102.0,90.5,181.0,3.8414313762228223
Cs2VYbBr6,Cs,V,Yb,Br,1,2,2,-1,188.0,79.0,102.0,90.5,196.0,4.007177232576414
Cs2VYbI6,Cs,V,Yb,I,1,2,2,-1,188.0,79.0,102.0,90.5,220.00000000000003,4.27237060274216
Cs2VPtF6,Cs,V,Pt,F,1,2,2,-1,188.0,79.0,80.0,79.5,133.0,3.4205117424621267
Cs2VPtCl6,Cs,V,Pt,Cl,1,2,2,-1,188.0,79.0,80.0,79.5,181.0,4.024285327367787
Cs2VPtBr6,Cs,V,Pt,Br,1,2,2,-1,188.0,79.0,80.0,79.5,196.0,4.212964572650806
Cs2VPtI6,Cs,V,Pt,I,1,2,2,-1,188.0,79.0,80.0,79.5,220.00000000000003,4.514851365103636
Cs2VAuF6,Cs,V,Au,F,1,3,1,-1,188.0,64.0,137.0,100.5,133.0,3.3102805037354184
Cs2VAuCl6,Cs,V,Au,Cl,1,3,1,-1,188.0,64.0,137.0,100.5,181.0,3.787892444033926
Cs2VAuBr6,Cs,V,Au,Br,1,3,1,-1,188.0,64.0,137.0,100.5,196.0,3.9371461753772095
Cs2VAuI6,Cs,V,Au,I,1,3,1,-1,188.0,64.0,137.0,100.5,220.00000000000003,4.175952145526463
Cs2VHgF6,Cs,V,Hg,F,1,3,1,-1,188.0,64.0,119.0,91.5,133.0,3.30681712006068
Cs2VHgCl6,Cs,V,Hg,Cl,1,3,1,-1,188.0,64.0,119.0,91.5,181.0,3.831407283995106
Cs2VHgBr6,Cs,V,Hg,Br,1,3,1,-1,188.0,64.0,119.0,91.5,196.0,3.9953417102246145
Cs2VHgI6,Cs,V,Hg,I,1,3,1,-1,188.0,64.0,119.0,91.5,220.00000000000003,4.257636792191828
Cs2VTlF6,Cs,V,Tl,F,1,3,1,-1,188.0,64.0,150.0,107.0,133.0,3.360393811370985
Cs2VTlCl6,Cs,V,Tl,Cl,1,3,1,-1,188.0,64.0,150.0,107.0,181.0,3.8089919422121064
Cs2VTlBr6,Cs,V,Tl,Br,1,3,1,-1,188.0,64.0,150.0,107.0,196.0,3.949178858099957
Cs2VTlI6,Cs,V,Tl,I,1,3,1,-1,188.0,64.0,150.0,107.0,220.00000000000003,4.173477923520518
Cs2VPbF6,Cs,V,Pb,F,1,2,2,-1,188.0,79.0,119.0,99.0,133.0,3.3044891104511747
Cs2VPbCl6,Cs,V,Pb,Cl,1,2,2,-1,188.0,79.0,119.0,99.0,181.0,3.7893375952996595
Cs2VPbBr6,Cs,V,Pb,Br,1,2,2,-1,188.0,79.0,119.0,99.0,196.0,3.9408527468148113
Cs2VPbI6,Cs,V,Pb,I,1,2,2,-1,188.0,79.0,119.0,99.0,220.00000000000003,4.183276989239054
Cs2VFrF6,Cs,V,Fr,F,1,3,1,-1,188.0,64.0,180.0,122.0,133.0,3.653783412734634
Cs2VFrCl6,Cs,V,Fr,Cl,1,3,1,-1,188.0,64.0,180.0,122.0,181.0,4.047226035685454
Cs2VFrBr6,Cs,V,Fr,Br,1,3,1,-1,188.0,64.0,180.0,122.0,196.0,4.170176855357585
Cs2VFrI6,Cs,V,Fr,I,1,3,1,-1,188.0,64.0,180.0,122.0,220.00000000000003,4.3668981668329945
Cs2VRaF6,Cs,V,Ra,F,1,2,2,-1,188.0,79.0,148.0,113.5,133.0,3.4541272958236444
Cs2VRaCl6,Cs,V,Ra,Cl,1,2,2,-1,188.0,79.0,148.0,113.5,181.0,3.8770347848104287
Cs2VRaBr6,Cs,V,Ra,Br,1,2,2,-1,188.0,79.0,148.0,113.5,196.0,4.009193375118799
Cs2VRaI6,Cs,V,Ra,I,1,2,2,-1,188.0,79.0,148.0,113.5,220.00000000000003,4.220647119612191
Cs2VNpF6,Cs,V,Np,F,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,133.0,3.299666993553045
Cs2VNpCl6,Cs,V,Np,Cl,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,181.0,3.807603501489553
Cs2VNpBr6,Cs,V,Np,Br,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,196.0,3.9663336602197115
Cs2VNpI6,Cs,V,Np,I,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,220.00000000000003,4.220301914187965
Cs2VAmF6,Cs,V,Am,F,1,2,2,-1,188.0,79.0,121.0,100.0,133.0,3.3081150828654353
Cs2VAmCl6,Cs,V,Am,Cl,1,2,2,-1,188.0,79.0,121.0,100.0,181.0,3.7881150828654353
Cs2VAmBr6,Cs,V,Am,Br,1,2,2,-1,188.0,79.0,121.0,100.0,196.0,3.938115082865435
Cs2VAmI6,Cs,V,Am,I,1,2,2,-1,188.0,79.0,121.0,100.0,220.00000000000003,4.178115082865435
Cs2VNoF6,Cs,V,No,F,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,133.0,3.299666993553045
Cs2VNoCl6,Cs,V,No,Cl,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,181.0,3.807603501489553
Cs2VNoBr6,Cs,V,No,Br,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,196.0,3.9663336602197115
Cs2VNoI6,Cs,V,No,I,1,2,2,-1,188.0,79.0,110.00000000000001,94.5,220.00000000000003,4.220301914187965
Cs2CrMnF6,Cs,Cr,Mn,F,1,2,2,-1,188.0,76.5,75.0,75.75,133.0,3.486071043384398
Cs2CrMnCl6,Cs,Cr,Mn,Cl,1,2,2,-1,188.0,76.5,75.0,75.75,181.0,4.1197344097210316
Cs2CrMnBr6,Cs,Cr,Mn,Br,1,2,2,-1,188.0,76.5,75.0,75.75,196.0,4.31775421170123
Cs2CrMnI6,Cs,Cr,Mn,I,1,2,2,-1,188.0,76.5,75.0,75.75,220.00000000000003,4.634585894869547
Cs2CrFeF6,Cs,Cr,Fe,F,1,2,2,-1,188.0,76.5,69.5,73.0,133.0,3.5443174368883756
Cs2CrFeCl6,Cs,Cr,Fe,Cl,1,2,2,-1,188.0,76.5,69.5,73.0,181.0,4.201851683463718
Cs2CrFeBr6,Cs,Cr,Fe,Br,1,2,2,-1,188.0,76.5,69.5,73.0,196.0,4.407331135518513
Cs2CrFeI6,Cs,Cr,Fe,I,1,2,2,-1,188.0,76.5,69.5,73.0,220.00000000000003,4.736098258806184
Cs2CrCoF6,Cs,Cr,Co,F,1,2,2,-1,188.0,76.5,69.75,73.125,133.0,3.5414734800350285
Cs2CrCoCl6,Cs,Cr,Co,Cl,1,2,2,-1,188.0,76.5,69.75,73.125,181.0,4.197883736445284
Cs2CrCoBr6,Cs,Cr,Co,Br,1,2,2,-1,188.0,76.5,69.75,73.125,196.0,4.40301194157349
Cs2CrCoI6,Cs,Cr,Co,I,1,2,2,-1,188.0,76.5,69.75,73.125,220.00000000000003,4.7312170697786184
Cs2CrNiF6,Cs,Cr,Ni,F,1,2,2,-1,188.0,76.5,69.0,72.75,133.0,3.550062937704829
Cs2CrNiCl6,Cs,Cr,Ni,Cl,1,2,2,-1,188.0,76.5,69.0,72.75,181.0,4.209856752137819
Cs2CrNiBr6,Cs,Cr,Ni,Br,1,2,2,-1,188.0,76.5,69.0,72.75,196.0,4.416042319148128
Cs2CrNiI6,Cs,Cr,Ni,I,1,2,2,-1,188.0,76.5,69.0,72.75,220.00000000000003,4.745939226364623
Cs2CrCuF6,Cs,Cr,Cu,F,1,3,1,-1,188.0,61.5,77.0,69.25,133.0,3.638861678627653
Cs2CrCuCl6,Cs,Cr,Cu,Cl,1,3,1,-1,188.0,61.5,77.0,69.25,181.0,4.33200247285148
Cs2CrCuBr6,Cs,Cr,Cu,Br,1,3,1,-1,188.0,61.5,77.0,69.25,196.0,4.548608971046425
Cs2CrCuI6,Cs,Cr,Cu,I,1,3,1,-1,188.0,61.5,77.0,69.25,220.00000000000003,4.89517936815834
Cs2CrZnF6,Cs,Cr,Zn,F,1,2,2,-1,188.0,76.5,74.0,75.25,133.0,3.4959999277312552
Cs2CrZnCl6,Cs,Cr,Zn,Cl,1,2,2,-1,188.0,76.5,74.0,75.25,181.0,4.133873681884079
Cs2CrZnBr6,Cs,Cr,Zn,Br,1,2,2,-1,188.0,76.5,74.0,75.25,196.0,4.333209230056837
Cs2CrZnI6,Cs,Cr,Zn,I,1,2,2,-1,188.0,76.5,74.0,75.25,220.00000000000003,4.652146107133249
Cs2CrGeF6,Cs,Cr,Ge,F,1,2,2,-1,188.0,76.5,73.0,74.75,133.0,3.506218498030183
Cs2CrGeCl6,Cs,Cr,Ge,Cl,1,2,2,-1,188.0,76.5,73.0,74.75,181.0,4.148358966257608
Cs2CrGeBr6,Cs,Cr,Ge,Br,1,2,2,-1,188.0,76.5,73.0,74.75,196.0,4.349027862578678
Cs2CrGeI6,Cs,Cr,Ge,I,1,2,2,-1,188.0,76.5,73.0,74.75,220.00000000000003,4.67009809669239
Cs2CrRbF6,Cs,Cr,Rb,F,1,3,1,-1,188.0,61.5,152.0,106.75,133.0,3.3576905452603634
Cs2CrRbCl6,Cs,Cr,Rb,Cl,1,3,1,-1,188.0,61.5,152.0,106.75,181.0,3.8073392572041573
Cs2CrRbBr6,Cs,Cr,Rb,Br,1,3,1,-1,188.0,61.5,152.0,106.75,196.0,3.947854479686593
Cs2CrRbI6,Cs,Cr,Rb,I,1,3,1,-1,188.0,61.5,152.0,106.75,220.00000000000003,4.172678835658489
Cs2CrSrF6,Cs,Cr,Sr,F,1,2,2,-1,188.0,76.5,118.0,97.25,133.0,3.3003885641490536
Cs2CrSrCl6,Cs,Cr,Sr,Cl,1,2,2,-1,188.0,76.5,118.0,97.25,181.0,3.793961828930545
Cs2CrSrBr6,Cs,Cr,Sr,Br,1,2,2,-1,188.0,76.5,118.0,97.25,196.0,3.9482034741747607
Cs2CrSrI6,Cs,Cr,Sr,I,1,2,2,-1,188.0,76.5,118.0,97.25,220.00000000000003,4.194990106565506
Cs2CrPdF6,Cs,Cr,Pd,F,1,3,1,-1,188.0,61.5,59.0,60.25,133.0,3.949558639781146
Cs2CrPdCl6,Cs,Cr,Pd,Cl,1,3,1,-1,188.0,61.5,59.0,60.25,181.0,4.746239137706457
Cs2CrPdBr6,Cs,Cr,Pd,Br,1,3,1,-1,188.0,61.5,59.0,60.25,196.0,4.995201793308117
Cs2CrPdI6,Cs,Cr,Pd,I,1,3,1,-1,188.0,61.5,59.0,60.25,220.00000000000003,5.393542042270773
Cs2CrAgF6,Cs,Cr,Ag,F,1,3,1,-1,188.0,61.5,114.99999999999999,88.25,133.0,3.3239550903184147
Cs2CrAgCl6,Cs,Cr,Ag,Cl,1,3,1,-1,188.0,61.5,114.99999999999999,88.25,181.0,3.867864438760341
Cs2CrAgBr6,Cs,Cr,Ag,Br,1,3,1,-1,188.0,61.5,114.99999999999999,88.25,196.0,4.037836110148444
Cs2CrAgI6,Cs,Cr,Ag,I,1,3,1,-1,188.0,61.5,114.99999999999999,88.25,220.00000000000003,4.309790784369406
Cs2CrCdF6,Cs,Cr,Cd,F,1,2,2,-1,188.0,76.5,95.0,85.75,133.0,3.343890996667695
Cs2CrCdCl6,Cs,Cr,Cd,Cl,1,2,2,-1,188.0,76.5,95.0,85.75,181.0,3.903657760516092
Cs2CrCdBr6,Cs,Cr,Cd,Br,1,2,2,-1,188.0,76.5,95.0,85.75,196.0,4.078584874218715
Cs2CrCdI6,Cs,Cr,Cd,I,1,2,2,-1,188.0,76.5,95.0,85.75,220.00000000000003,4.358468256142914
Cs2CrBaF6,Cs,Cr,Ba,F,1,2,2,-1,188.0,76.5,135.0,105.75,133.0,3.34751387893643
Cs2CrBaCl6,Cs,Cr,Ba,Cl,1,2,2,-1,188.0,76.5,135.0,105.75,181.0,3.8014145881562884
Cs2CrBaBr6,Cs,Cr,Ba,Br,1,2,2,-1,188.0,76.5,135.0,105.75,196.0,3.943258559787494
Cs2CrBaI6,Cs,Cr,Ba,I,1,2,2,-1,188.0,76.5,135.0,105.75,220.00000000000003,4.170208914397423
Cs2CrNdF6,Cs,Cr,Nd,F,1,2,2,-1,188.0,76.5,129.0,102.75,133.0,3.3229639636723576
Cs2CrNdCl6,Cs,Cr,Nd,Cl,1,2,2,-1,188.0,76.5,129.0,102.75,181.0,3.7901172483438907
Cs2CrNdBr6,Cs,Cr,Nd,Br,1,2,2,-1,188.0,76.5,129.0,102.75,196.0,3.9361026498037446
Cs2CrNdI6,Cs,Cr,Nd,I,1,2,2,-1,188.0,76.5,129.0,102.75,220.00000000000003,4.169679292139511
Cs2CrSmF6,Cs,Cr,Sm,F,1,2,2,-1,188.0,76.5,122.0,99.25,133.0,3.30530776799264
Cs2CrSmCl6,Cs,Cr,Sm,Cl,1,2,2,-1,188.0,76.5,122.0,99.25,181.0,3.788934972022867
Cs2CrSmBr6,Cs,Cr,Sm,Br,1,2,2,-1,188.0,76.5,122.0,99.25,196.0,3.940068473282313
Cs2CrSmI6,Cs,Cr,Sm,I,1,2,2,-1,188.0,76.5,122.0,99.25,220.00000000000003,4.181882075297427
Cs2CrEuF6,Cs,Cr,Eu,F,1,2,2,-1,188.0,76.5,117.0,96.75,133.0,3.2997386217658313
Cs2CrEuCl6,Cs,Cr,Eu,Cl,1,2,2,-1,188.0,76.5,117.0,96.75,181.0,3.7958626527735833
Cs2CrEuBr6,Cs,Cr,Eu,Br,1,2,2,-1,188.0,76.5,117.0,96.75,196.0,3.9509014124635056
Cs2CrEuI6,Cs,Cr,Eu,I,1,2,2,-1,188.0,76.5,117.0,96.75,220.00000000000003,4.1989634279673815
Cs2CrDyF6,Cs,Cr,Dy,F,1,2,2,-1,188.0,76.5,107.0,91.75,133.0,3.305904671186441
Cs2CrDyCl6,Cs,Cr,Dy,Cl,1,2,2,-1,188.0,76.5,107.0,91.75,181.0,3.8290654341292205
Cs2CrDyBr6,Cs,Cr,Dy,Br,1,2,2,-1,188.0,76.5,107.0,91.75,196.0,3.992553172548839
Cs2CrDyI6,Cs,Cr,Dy,I,1,2,2,-1,188.0,76.5,107.0,91.75,220.00000000000003,4.254133554020228
Cs2CrTmF6,Cs,Cr,Tm,F,1,2,2,-1,188.0,76.5,103.0,89.75,133.0,3.3148236104012874
Cs2CrTmCl6,Cs,Cr,Tm,Cl,1,2,2,-1,188.0,76.5,103.0,89.75,181.0,3.849642551905466
Cs2CrTmBr6,Cs,Cr,Tm,Br,1,2,2,-1,188.0,76.5,103.0,89.75,196.0,4.016773471125521
Cs2CrTmI6,Cs,Cr,Tm,I,1,2,2,-1,188.0,76.5,103.0,89.75,220.00000000000003,4.284182941877611
Cs2CrYbF6,Cs,Cr,Yb,F,1,2,2,-1,188.0,76.5,102.0,89.25,133.0,3.317633721489598
Cs2CrYbCl6,Cs,Cr,Yb,Cl,1,2,2,-1,188.0,76.5,102.0,89.25,181.0,3.855448847540018
Cs2CrYbBr6,Cs,Cr,Yb,Br,1,2,2,-1,188.0,76.5,102.0,89.25,196.0,4.023516074430775
Cs2CrYbI6,Cs,Cr,Yb,I,1,2,2,-1,188.0,76.5,102.0,89.25,220.00000000000003,4.292423637455984
Cs2CrPtF6,Cs,Cr,Pt,F,1,2,2,-1,188.0,76.5,80.0,78.25,133.0,3.4406560875385477
Cs2CrPtCl6,Cs,Cr,Pt,Cl,1,2,2,-1,188.0,76.5,80.0,78.25,181.0,4.0540746178899845
Cs2CrPtBr6,Cs,Cr,Pt,Br,1,2,2,-1,188.0,76.5,80.0,78.25,196.0,4.24576790862481
Cs2CrPtI6,Cs,Cr,Pt,I,1,2,2,-1,188.0,76.5,80.0,78.25,220.00000000000003,4.552477173800529
Cs2CrAuF6,Cs,Cr,Au,F,1,3,1,-1,188.0,61.5,137.0,99.25,133.0,3.30530776799264
Cs2CrAuCl6,Cs,Cr,Au,Cl,1,3,1,-1,188.0,61.5,137.0,99.25,181.0,3.788934972022867
Cs2CrAuBr6,Cs,Cr,Au,Br,1,3,1,-1,188.0,61.5,137.0,99.25,196.0,3.940068473282313
Cs2CrAuI6,Cs,Cr,Au,I,1,3,1,-1,188.0,61.5,137.0,99.25,220.00000000000003,4.181882075297427
Cs2CrHgF6,Cs,Cr,Hg,F,1,3,1,-1,188.0,61.5,119.0,90.25,133.0,3.3122462419388974
Cs2CrHgCl6,Cs,Cr,Hg,Cl,1,3,1,-1,188.0,61.5,119.0,90.25,181.0,3.844102197617568
Cs2CrHgBr6,Cs,Cr,Hg,Br,1,3,1,-1,188.0,61.5,119.0,90.25,196.0,4.010307183767153
Cs2CrHgI6,Cs,Cr,Hg,I,1,3,1,-1,188.0,61.5,119.0,90.25,220.00000000000003,4.276235161606488
Cs2CrTlF6,Cs,Cr,Tl,F,1,3,1,-1,188.0,61.5,150.0,105.75,133.0,3.34751387893643
Cs2CrTlCl6,Cs,Cr,Tl,Cl,1,3,1,-1,188.0,61.5,150.0,105.75,181.0,3.8014145881562884
Cs2CrTlBr6,Cs,Cr,Tl,Br,1,3,1,-1,188.0,61.5,150.0,105.75,196.0,3.943258559787494
Cs2CrTlI6,Cs,Cr,Tl,I,1,3,1,-1,188.0,61.5,150.0,105.75,220.00000000000003,4.170208914397423
Cs2CrPbF6,Cs,Cr,Pb,F,1,2,2,-1,188.0,76.5,119.0,97.75,133.0,3.3012698846899466
Cs2CrPbCl6,Cs,Cr,Pb,Cl,1,2,2,-1,188.0,76.5,119.0,97.75,181.0,3.79231847804033
Cs2CrPbBr6,Cs,Cr,Pb,Br,1,2,2,-1,188.0,76.5,119.0,97.75,196.0,3.9457711634623247
Cs2CrPbI6,Cs,Cr,Pb,I,1,2,2,-1,188.0,76.5,119.0,97.75,220.00000000000003,4.191295460137517
Cs2CrFrF6,Cs,Cr,Fr,F,1,3,1,-1,188.0,61.5,180.0,120.75,133.0,3.618202476682622
Cs2CrFrCl6,Cs,Cr,Fr,Cl,1,3,1,-1,188.0,61.5,180.0,120.75,181.0,4.015718004632933
Cs2CrFrBr6,Cs,Cr,Fr,Br,1,3,1,-1,188.0,61.5,180.0,120.75,196.0,4.139941607117405
Cs2CrFrI6,Cs,Cr,Fr,I,1,3,1,-1,188.0,61.5,180.0,120.75,220.00000000000003,4.33869937109256
Cs2CrRaF6,Cs,Cr,Ra,F,1,2,2,-1,188.0,76.5,148.0,112.25,133.0,3.4324591249874805
Cs2CrRaCl6,Cs,Cr,Ra,Cl,1,2,2,-1,188.0,76.5,148.0,112.25,181.0,3.860076051490821
Cs2CrRaBr6,Cs,Cr,Ra,Br,1,2,2,-1,188.0,76.5,148.0,112.25,196.0,3.993706341023115
Cs2CrRaI6,Cs,Cr,Ra,I,1,2,2,-1,188.0,76.5,148.0,112.25,220.00000000000003,4.207514804274785
Cs2CrNpF6,Cs,Cr,Np,F,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,133.0,3.301639732580041
Cs2CrNpCl6,Cs,Cr,Np,Cl,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,181.0,3.8163850408910327
Cs2CrNpBr6,Cs,Cr,Np,Br,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,196.0,3.977242949738218
Cs2CrNpI6,Cs,Cr,Np,I,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,220.00000000000003,4.2346156038937135
Cs2CrAmF6,Cs,Cr,Am,F,1,2,2,-1,188.0,76.5,121.0,98.75,133.0,3.303728842598379
Cs2CrAmCl6,Cs,Cr,Am,Cl,1,2,2,-1,188.0,76.5,121.0,98.75,181.0,3.7898047919654676
Cs2CrAmBr6,Cs,Cr,Am,Br,1,2,2,-1,188.0,76.5,121.0,98.75,196.0,3.9417035261426827
Cs2CrAmI6,Cs,Cr,Am,I,1,2,2,-1,188.0,76.5,121.0,98.75,220.00000000000003,4.184741500826227
Cs2CrNoF6,Cs,Cr,No,F,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,133.0,3.301639732580041
Cs2CrNoCl6,Cs,Cr,No,Cl,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,181.0,3.8163850408910327
Cs2CrNoBr6,Cs,Cr,No,Br,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,196.0,3.977242949738218
Cs2CrNoI6,Cs,Cr,No,I,1,2,2,-1,188.0,76.5,110.00000000000001,93.25,220.00000000000003,4.2346156038937135
Cs2MnFeF6,Cs,Mn,Fe,F,1,2,2,-1,188.0,75.0,69.5,72.25,133.0,3.5617861184258164
Cs2MnFeCl6,Cs,Mn,Fe,Cl,1,2,2,-1,188.0,75.0,69.5,72.25,181.0,4.226145980017512
Cs2MnFeBr6,Cs,Mn,Fe,Br,1,2,2,-1,188.0,75.0,69.5,72.25,196.0,4.433758436764917
Cs2MnFeI6,Cs,Mn,Fe,I,1,2,2,-1,188.0,75.0,69.5,72.25,220.00000000000003,4.765938367560765
Cs2MnCoF6,Cs,Mn,Co,F,1,2,2,-1,188.0,75.0,69.75,72.375,133.0,3.558826135219041
Cs2MnCoCl6,Cs,Mn,Co,Cl,1,2,2,-1,188.0,75.0,69.75,72.375,181.0,4.222038570452202
Cs2MnCoBr6,Cs,Mn,Co,Br,1,2,2,-1,188.0,75.0,69.75,72.375,196.0,4.429292456462564
Cs2MnCoI6,Cs,Mn,Co,I,1,2,2,-1,188.0,75.0,69.75,72.375,220.00000000000003,4.7608986740791455
Cs2MnNiF6,Cs,Mn,Ni,F,1,2,2,-1,188.0,75.0,69.0,72.0,133.0,3.567764865528653
Cs2MnNiCl6,Cs,Mn,Ni,Cl,1,2,2,-1,188.0,75.0,69.0,72.0,181.0,4.23443153219532
Cs2MnNiBr6,Cs,Mn,Ni,Br,1,2,2,-1,188.0,75.0,69.0,72.0,196.0,4.442764865528654
Cs2MnNiI6,Cs,Mn,Ni,I,1,2,2,-1,188.0,75.0,69.0,72.0,220.00000000000003,4.776098198861987
Cs2MnCuF6,Cs,Mn,Cu,F,1,3,1,-1,188.0,61.25,77.0,69.125,133.0,3.6423328365703944
Cs2MnCuCl6,Cs,Mn,Cu,Cl,1,3,1,-1,188.0,61.25,77.0,69.125,181.0,4.33672704995195
Cs2MnCuBr6,Cs,Mn,Cu,Br,1,3,1,-1,188.0,61.25,77.0,69.125,196.0,4.5537252416336855
Cs2MnCuI6,Cs,Mn,Cu,I,1,3,1,-1,188.0,61.25,77.0,69.125,220.00000000000003,4.900922348324464
Cs2MnZnF6,Cs,Mn,Zn,F,1,2,2,-1,188.0,75.0,74.0,74.5,133.0,3.5114375239317708
Cs2MnZnCl6,Cs,Mn,Zn,Cl,1,2,2,-1,188.0,75.0,74.0,74.5,181.0,4.1557328259451936
Cs2MnZnBr6,Cs,Mn,Zn,Br,1,2,2,-1,188.0,75.0,74.0,74.5,196.0,4.357075107824389
Cs2MnZnI6,Cs,Mn,Zn,I,1,2,2,-1,188.0,75.0,74.0,74.5,220.00000000000003,4.6792227588311
Cs2MnGeF6,Cs,Mn,Ge,F,1,2,2,-1,188.0,75.0,73.0,74.0,133.0,3.5220973468311483
Cs2MnGeCl6,Cs,Mn,Ge,Cl,1,2,2,-1,188.0,75.0,73.0,74.0,181.0,4.1707459954797965
Cs2MnGeBr6,Cs,Mn,Ge,Br,1,2,2,-1,188.0,75.0,73.0,74.0,196.0,4.3734486981825
Cs2MnGeI6,Cs,Mn,Ge,I,1,2,2,-1,188.0,75.0,73.0,74.0,220.00000000000003,4.697773022506825
Cs2MnRbF6,Cs,Mn,Rb,F,1,3,1,-1,188.0,61.25,152.0,106.625,133.0,3.3563628913643773
Cs2MnRbCl6,Cs,Mn,Rb,Cl,1,3,1,-1,188.0,61.25,152.0,106.625,181.0,3.8065387413057605
Cs2MnRbBr6,Cs,Mn,Rb,Br,1,3,1,-1,188.0,61.25,152.0,106.625,196.0,3.947218694412443
Cs2MnRbI6,Cs,Mn,Rb,I,1,3,1,-1,188.0,61.25,152.0,106.625,220.00000000000003,4.172306619383135
Cs2MnSrF6,Cs,Mn,Sr,F,1,2,2,-1,188.0,75.0,118.0,96.5,133.0,3.299500274373399
Cs2MnSrCl6,Cs,Mn,Sr,Cl,1,2,2,-1,188.0,75.0,118.0,96.5,181.0,3.7969096007982697
Cs2MnSrBr6,Cs,Mn,Sr,Br,1,2,2,-1,188.0,75.0,118.0,96.5,196.0,3.952350015306042
Cs2MnSrI6,Cs,Mn,Sr,I,1,2,2,-1,188.0,75.0,118.0,96.5,220.00000000000003,4.201054678518477
Cs2MnPdF6,Cs,Mn,Pd,F,1,3,1,-1,188.0,61.25,59.0,60.125,133.0,3.9548429483245
Cs2MnPdCl6,Cs,Mn,Pd,Cl,1,3,1,-1,188.0,61.25,59.0,60.125,181.0,4.753179746661298
Cs2MnPdBr6,Cs,Mn,Pd,Br,1,3,1,-1,188.0,61.25,59.0,60.125,196.0,5.002659996141547
Cs2MnPdI6,Cs,Mn,Pd,I,1,3,1,-1,188.0,61.25,59.0,60.125,220.00000000000003,5.4018283953099475
Cs2MnAgF6,Cs,Mn,Ag,F,1,3,1,-1,188.0,61.25,114.99999999999999,88.125,133.0,3.3248112419630877
Cs2MnAgCl6,Cs,Mn,Ag,Cl,1,3,1,-1,188.0,61.25,114.99999999999999,88.125,181.0,3.8694920930269174
Cs2MnAgBr6,Cs,Mn,Ag,Br,1,3,1,-1,188.0,61.25,114.99999999999999,88.125,196.0,4.039704858984365
Cs2MnAgI6,Cs,Mn,Ag,I,1,3,1,-1,188.0,61.25,114.99999999999999,88.125,220.00000000000003,4.31204528451628
Cs2MnCdF6,Cs,Mn,Cd,F,1,2,2,-1,188.0,75.0,95.0,85.0,133.0,3.351038209272404
Cs2MnCdCl6,Cs,Mn,Cd,Cl,1,2,2,-1,188.0,75.0,95.0,85.0,181.0,3.915744091625345
Cs2MnCdBr6,Cs,Mn,Cd,Br,1,2,2,-1,188.0,75.0,95.0,85.0,196.0,4.092214679860639
Cs2MnCdI6,Cs,Mn,Cd,I,1,2,2,-1,188.0,75.0,95.0,85.0,220.00000000000003,4.3745676210371105
Cs2MnBaF6,Cs,Mn,Ba,F,1,2,2,-1,188.0,75.0,135.0,105.0,133.0,3.34054256510316
Cs2MnBaCl6,Cs,Mn,Ba,Cl,1,2,2,-1,188.0,75.0,135.0,105.0,181.0,3.7976854222460172
Cs2MnBaBr6,Cs,Mn,Ba,Br,1,2,2,-1,188.0,75.0,135.0,105.0,196.0,3.94054256510316
Cs2MnBaI6,Cs,Mn,Ba,I,1,2,2,-1,188.0,75.0,135.0,105.0,220.00000000000003,4.169113993674589
Cs2MnNdF6,Cs,Mn,Nd,F,1,2,2,-1,188.0,75.0,129.0,102.0,133.0,3.3181983416607475
Cs2MnNdCl6,Cs,Mn,Nd,Cl,1,2,2,-1,188.0,75.0,129.0,102.0,181.0,3.7887865769548648
Cs2MnNdBr6,Cs,Mn,Nd,Br,1,2,2,-1,188.0,75.0,129.0,102.0,196.0,3.9358454004842764
