comp,lattice_a_primitive,lattice_a_conventional,distance_B1_X,distance_B1_A,size_Oh_B1,distance_B2_X,distance_B2_A,size_Oh_B2,calc_oct_mismatch
1056_CsNiNdCl,7.303124006032145,10.328177017023188,2.455868007919088,4.472231835762333,4.911736015838176,2.708220500592506,4.472231835762333,5.416441001185013,0.069711
1057_CsVPbCl,7.434238882875371,10.513601454083757,2.4414593034371723,4.552522972250774,4.882918606874342,2.815341423604706,4.552522972250774,5.630682847209414,0.103282
1058_CsSrPtCl,7.496683779074695,10.601911873189822,2.8067219887201427,4.5907625054331245,5.613443977440286,2.4942339478747684,4.5907625054331245,4.988467895749536,0.086323
1059_CsCdTmCl,7.663812241542002,10.83826721146965,2.845295976676695,4.693107369068323,5.69059195335339,2.57383762905813,4.693107369068323,5.14767525811626,0.074988
1060_CsCoBaCl,7.563339455184857,10.69617723435396,2.3928794361154786,4.631580604165655,4.785758872230959,2.9552091810615018,4.631580604165655,5.910418362123002,0.15534
1061_CsCuThCl,7.611978528900838,10.764963272064366,2.685272987385161,4.661365832207097,5.370545974770325,2.6972086486470213,4.661365832207097,5.394417297294041,0.003297
1062_CsNaSmCl,7.609450558742658,10.761388182381394,2.720127662121513,4.659817772963966,5.440255324243025,2.660566429069184,4.659817772963966,5.32113285813837,0.016453
1063_CsKFeCl,7.515468756258681,10.628477842692282,2.944380010327277,4.602265907665772,5.888760020654555,2.369858911018864,4.602265907665772,4.739717822037727,0.158707
1064_CsTiPbCl,7.494723333772779,10.599139384855562,2.4720770228179365,4.589561982768542,4.944154045635877,2.8274926696098444,4.589561982768542,5.654985339219685,0.098181
1065_CsPdPbCl,7.395407887642935,10.4586861339856,2.470362808288785,4.528743941119795,4.94072561657757,2.758980258704016,4.528743941119795,5.517960517408032,0.079729
1066_CsAuRuCl,7.101571911859296,10.043139311919246,2.6457682578840007,4.348806888934117,5.2915365157680005,2.3758013980756223,4.348806888934117,4.751602796151245,0.074576
1067_CsAuIrCl,7.095954450554847,10.035195021956389,2.6437560423746485,4.345366910472685,5.287512084749296,2.373841468603546,4.345366910472685,4.747682937207093,0.074562
1068_CsTmYbCl,7.331851211179861,10.368803420152162,2.599345939674349,4.489823584349372,5.198691879348699,2.5850557704017314,4.489823584349372,5.170111540803464,0.003948
1069_CsTmHgCl,7.689450009627454,10.874524490805072,2.567562182517264,4.708807231556615,5.135124365034528,2.869700062885272,4.708807231556615,5.739400125770544,0.083464
1070_CsKTiCl,7.54388229719392,10.66866065763794,2.9354600583052117,4.619665576935026,5.870920116610423,2.3988702705137595,4.619665576935026,4.797740541027519,0.148229
1072_CsNaBiCl,7.638800620421452,10.802895437664027,2.716458582374866,4.677790941722031,5.432917164749734,2.684989136457149,4.677790941722031,5.369978272914297,0.008693
1073_CsAgYCl,7.471354009044533,10.566090168881374,2.677598379079088,4.57525125246414,5.355196758158176,2.605446705361599,4.57525125246414,5.210893410723198,0.019931
1074_CsHgLuCl,7.661018872025662,10.834316790414922,2.8705281625023007,4.691396786573803,5.741056325004602,2.5466302327051604,4.691396786573803,5.09326046541032,0.089475
1075_CsAgHoCl,7.455908724901809,10.544247238572028,2.679607180345892,4.565792986193647,5.359214360691781,2.5925164389401223,4.565792986193647,5.185032877880248,0.024058
1076_CsNaLaCl,7.7136301839699,10.908720421300703,2.717817661641474,4.723614503814248,5.435635323282948,2.7365425490088784,4.723614503814248,5.473085098017757,0.005173
1077_CsCrAmCl,7.4061626444299185,10.473895656893776,2.509264424273732,4.535329857728756,5.018528848547464,2.727683404173157,4.535329857728756,5.455366808346313,0.060337
1078_CsCrNdCl,7.493945821755715,10.59803981681612,2.5876570432819275,4.589085855840869,5.175314086563853,2.711362865126133,4.589085855840869,5.422725730252267,0.034173
1079_CsRbAlCl,7.5966463187924065,10.743280252587867,3.048066280993954,4.651976809358397,6.0961325619879085,2.32357384529998,4.651976809358397,4.647147690599959,0.200136
1080_CsCdYbCl,7.650510431518104,10.819455611329742,2.845667860664536,4.684961707264825,5.691335721329071,2.564059945000335,4.684961707264825,5.128119890000671,0.077792
1081_CsCdHgCl,7.416968786655738,10.489177849786463,2.601013861356872,4.541947241364055,5.202027722713746,2.6435750635363595,4.541947241364055,5.287150127072717,0.011757
1082_CsVSrCl,7.422992516564124,10.497696690318977,2.441768842698238,4.545636007520028,4.883537685396478,2.8070795024612494,4.545636007520028,5.614159004922497,0.100915
1084_CsEuPtCl,7.412916690785974,10.483447320851408,2.6528898092745123,4.539465849546616,5.305779618549026,2.5888338511511915,4.539465849546616,5.177667702302382,0.017695
