CollectionCode	CcdcNo	HMS	StructuredFormula	StructureType	Title	Authors	Reference	CellParameter	ReducedCellParameter	StandardisedCellParameter	Temperature	Pressure	MineralName	PublicationYear	Quality	
30591		F m -3 m	Cs2 Po I6	K2PtCl6	The Polonium Halides. Part III. Polonium Tetraiodide	Bagnall, K.W.; d'Eye, R.W.M.; Freeman, J.H.	Journal of the Chemical Society (1956) 1956,  p. 3385-3389	11.79 11.79 11.79 90. 90. 90.	8.3368 8.3368 8.3368 60.000 60.000 60.000	11.7900 11.7900 11.7900 90.000 90.000 90.000	293.00	0.101325		1956	-1	
37193		F m -3 m	Cs2 Pt I6	K2PtCl6	Ueber Hexaiodoplatinate(IV) M2 Pt I6 (M= K, Rb, Cs, N H4, Tl)- Darstellungsverfahren, Eigenschaften und Kristallstrukturen	Thiele, G.; Mrozek, C.; Kammerer, D.; Wittmann, K.	Zeitschrift fuer Naturforschung, Teil B: Anorganische Chemie, Organische Chemie (1983) 38,  p. 905-910	11.158(8) 11.158(8) 11.158(8) 90. 90. 90.	7.8899 7.8899 7.8899 60.000 60.000 60.000	11.1580 11.1580 11.1580 90.000 90.000 90.000	293.00	0.101325		1983	-1	
38105		F m -3 m	Cs2 Te I6	K2PtCl6	The crystal structure of cesium hexaiodotellurite	Manojlovic, L.M.	Bulletin of the Boris Kidric Institute of Nuclear Sciences (1956) 6,  p. 149-152	11.700(4) 11.7 11.7 90. 90. 90.	8.2731 8.2731 8.2731 60.000 60.000 60.000	11.7000 11.7000 11.7000 90.000 90.000 90.000	293.00	0.101325		1956	-1	
175525		F m -3 m	Cs2 Pt I6	K2PtCl6	Structural properties of some vacancy-ordered platinum halide perovskites	Bennett, Caleb J.; Brand, Helen E.A; Yuen, Alexander K.L.; Nicholas, Maria K.; Kennedy, Brendan J.	Inorganic Chemistry (2024) 63, (10) p. 4681-4690	11.35728(8) 11.35728(8) 11.35728(8) 90. 90. 90.	8.0308 8.0308 8.0308 60.000 60.000 60.000	11.3573 11.3573 11.3573 90.000 90.000 90.000	300.00	0.101325		2024	-1	
201308		F m -3 m	Cs2 Hf I6	K2PtCl6	Hexa-iodoanions of Titanium, Zirconium, Hafnium, Palladium and Platinum. Preparation, properties and crystal structures of the cesium salts	Sinram, D.; Brendel, C.J.; Krebs, B.	Inorganica Chimica Acta (1982) 64,  p. 131-132	11.609(3) 11.609(3) 11.609(3) 90. 90. 90.	8.2088 8.2088 8.2088 60.000 60.000 60.000	11.6090 11.6090 11.6090 90.000 90.000 90.000	293.00	0.101325		1982	-1	
201309		F m -3 m	Cs2 Pt I6	K2PtCl6	Hexa-iodoanions of Titanium, Zirconium, Hafnium, Palladium and Platinum. Preparation, properties and crystal structures of the cesium salts	Sinram, D.; Brendel, C.J.; Krebs, B.	Inorganica Chimica Acta (1982) 64,  p. 131-132	11.361(3) 11.361(3) 11.361(3) 90. 90. 90.	8.0334 8.0334 8.0334 60.000 60.000 60.000	11.3610 11.3610 11.3610 90.000 90.000 90.000	293.00	0.101325		1982	-1	
230625		F m -3 m	Cs2 Sn I6	K2PtCl6	Defect perovskites under pressure. Structural evolution of Cs2SnX6 (X = Cl, Br, I)	Bounos, Giannis; Karnachoriti, Maria; Kontos, Athanassios G.; Stoumpos, Constantinos C.; Tsetseris, Leonidas; Kaltzoglou, Andreas; Guo, Xiaofeng; Lue, Xujie; Raptis, Yannis S.; Kanatzidis, Mercouri G.; Falaras, Polycarpos	Journal of Physical Chemistry C (2018) 122, (42) p. 24004-24013	11.647(1) 11.647(1) 11.647(1) 90. 90. 90.	8.2357 8.2357 8.2357 60.000 60.000 60.000	11.6470 11.6470 11.6470 90.000 90.000 90.000	293.00	200.0		2018	-1	
230626		F m -3 m	Cs2 Sn I6	K2PtCl6	Defect perovskites under pressure. Structural evolution of Cs2SnX6 (X = Cl, Br, I)	Bounos, Giannis; Karnachoriti, Maria; Kontos, Athanassios G.; Stoumpos, Constantinos C.; Tsetseris, Leonidas; Kaltzoglou, Andreas; Guo, Xiaofeng; Lue, Xujie; Raptis, Yannis S.; Kanatzidis, Mercouri G.; Falaras, Polycarpos	Journal of Physical Chemistry C (2018) 122, (42) p. 24004-24013	11.306(3) 11.306(3) 11.306(3) 90. 90. 90.	7.9945 7.9945 7.9945 60.000 60.000 60.000	11.3060 11.3060 11.3060 90.000 90.000 90.000	293.00	1700.0		2018	-1	
230627		F m -3 m	Cs2 Sn I6	K2PtCl6	Defect perovskites under pressure. Structural evolution of Cs2SnX6 (X = Cl, Br, I)	Bounos, Giannis; Karnachoriti, Maria; Kontos, Athanassios G.; Stoumpos, Constantinos C.; Tsetseris, Leonidas; Kaltzoglou, Andreas; Guo, Xiaofeng; Lue, Xujie; Raptis, Yannis S.; Kanatzidis, Mercouri G.; Falaras, Polycarpos	Journal of Physical Chemistry C (2018) 122, (42) p. 24004-24013	11.080(3) 11.080(3) 11.080(3) 90. 90. 90.	7.8347 7.8347 7.8347 60.000 60.000 60.000	11.0800 11.0800 11.0800 90.000 90.000 90.000	293.00	4000.0		2018	-1	
230628		F m -3 m	Cs2 Sn I6	K2PtCl6	Defect perovskites under pressure. Structural evolution of Cs2SnX6 (X = Cl, Br, I)	Bounos, Giannis; Karnachoriti, Maria; Kontos, Athanassios G.; Stoumpos, Constantinos C.; Tsetseris, Leonidas; Kaltzoglou, Andreas; Guo, Xiaofeng; Lue, Xujie; Raptis, Yannis S.; Kanatzidis, Mercouri G.; Falaras, Polycarpos	Journal of Physical Chemistry C (2018) 122, (42) p. 24004-24013	10.801(7) 10.801(7) 10.801(7) 90. 90. 90.	7.6375 7.6375 7.6375 60.000 60.000 60.000	10.8010 10.8010 10.8010 90.000 90.000 90.000	293.00	7400.0		2018	-1	
