CollectionCode	CcdcNo	HMS	StructuredFormula	StructureType	Title	Authors	Reference	CellParameter	ReducedCellParameter	StandardisedCellParameter	Temperature	Pressure	MineralName	PublicationYear	Quality	
239874		F m -3 m	Cs2 Bi Ag Cl6	K2NaAlF6	Band gaps of the lead-free halide double perovskites Cs2 Bi Ag Cl6 and Cs2 Bi Ag Br6 from theory and experiment	Filip, Marina R.; Hillman, Samuel; Haghighirad, Amir Abbas; Snaith, Henry J.; Giustino, Feliciano	Journal of Physical Chemistry Letters (2016) 7, (13) p. 2579-2585	10.777(5) 10.777(5) 10.777(5) 90. 90. 90.	7.6205 7.6205 7.6205 60.000 60.000 60.000	10.7770 10.7770 10.7770 90.000 90.000 90.000	293.00	0.101325		2016	10	
244519		F m -3 m	Cs2 Ag In Cl6	K2NaAlF6	Composition design, optical gap and stability investigations of lead-free halide double perovskite Cs2AgInCl6	Zhou, Jun; Xia, Zhiguo; Molokeev, Maxim S.; Zhang, Xiuwen; Peng, Dongsheng; Liu, Quanlin	Journal of Materials Chemistry A: Materials for Energy and Sustainability (2017) 5, (29) p. 15031-15037	10.480593(54) 10.480593(54) 10.480593(54) 90 90 90	7.4109 7.4109 7.4109 60.000 60.000 60.000	10.4806 10.4806 10.4806 90.000 90.000 90.000	300.00	0.101325		2017	10	
244674		F m -3 m	Cs2 Ag Sb Cl6	K2NaAlF6	Exploring the transposition effects on the electronic and optical properties of Cs2AgSbCl6via a combined computational-experimental approach	Zhou, Jun; Rong, Ximing; Molokeev, Maxim S.; Zhang, Xiuwen; Xia, Zhiguo	Journal of Materials Chemistry A: Materials for Energy and Sustainability (2018) 6, (5) p. 2346-2352	10.700934(59) 10.700934(59) 10.700934(59) 90 90 90	7.5667 7.5667 7.5667 60.000 60.000 60.000	10.7009 10.7009 10.7009 90.000 90.000 90.000	300.00	0.101325		2018	10	
252451		F m -3 m	Cs2 Bi Ag Cl6	K2NaAlF6	Lead-free halide double perovskites via heterovalent substitution of noble metals	Volonakis, George; Filip, Marina R.; Haghighirad, Amir Abbas; Sakai, Nobuya; Wenger, Bernard; Snaith, Henry J.; Giustino, Feliciano	Journal of Physical Chemistry Letters (2016) 7, (7) p. 1254-1259	10.777(5) 10.777(5) 10.777(5) 90. 90. 90.	7.6205 7.6205 7.6205 60.000 60.000 60.000	10.7770 10.7770 10.7770 90.000 90.000 90.000	293.00	0.101325		2016	10	
291598		F m -3 m	Cs2 Ag Bi Cl6	K2NaAlF6	Cs2 Ag Bi X6 (X = Br, Cl): new visible light absorbing, lead-free halide perovskite semiconductors	McClure, Eric T.; Ball, Molly R.; Windl, Wolfgang; Woodward, Patrick M.	Chemistry of Materials (2016) 28, (5) p. 1348-1354	10.77687(12) 10.77687(12) 10.77687(12) 90 90 90	7.6204 7.6204 7.6204 60.000 60.000 60.000	10.7769 10.7769 10.7769 90.000 90.000 90.000	293.00	0.101325		2016	10	
425945		F m -3 m	Cs2 La Na Cl6	K2NaAlF6	Structure and scintillation properties of Ce3+ -activated Cs2 Na La Cl6, Cs3 La Cl6, Cs2 Na La Br6, Cs3 La Br6, Cs2 Na La I6 and Cs3 La I6	G. Gundiah; K. Brennan; Z. Yan; E.C. Samulon; G. Wu; G.A. Bizarri; S.E. Derenzo; E.D. Bourret-Courchesne	Journal of Luminescence (2014) 149,  p. 374-384	10.9175(3) 10.9175(3) 10.9175(3) 90.00 90.00 90.00	7.7198 7.7198 7.7198 60.000 60.000 60.000	10.9175 10.9175 10.9175 90.000 90.000 90.000	100.00	0.101325		2014	10	
759422	1861251	R -3 m H	Cs2 Ag Cr Cl6	Cs2LiScCl6	Hexagonal double perovskite Cs2AgCrCl6	Zhou, Yuqiao; Askar, Abdelrahman M.; Poehls, Jan-Hendrik; Iyer, Abishek K.; Oliynyk, Anton O.; Shankar, Karthik; Mar, Arthur	Zeitschrift fuer Anorganische und Allgemeine Chemie (2019) 645, (3) p. 323-328	7.2692(4) 7.2692(4) 36.443(2) 90 90 120	7.2692 7.2692 12.8522 73.573 73.573 60.000	7.2692 7.2692 36.4430 90.000 90.000 120.000	296.00	0.101325		2019	10	
20913		F m -3 m	Cs2 Na U Cl6	K2NaAlF6	The structure of the uranium contained Elpasolites M2 Na U G6	Aurov, N.A.; Volkov, V.A.; Chirkst, D.E.	Radiokhimiya (1983) 25,  p. 366-372	10.935(11) 10.935(11) 10.935(11) 90. 90. 90.	7.7322 7.7322 7.7322 60.000 60.000 60.000	10.9350 10.9350 10.9350 90.000 90.000 90.000	293.00	0.101325		1983	-1	
23166		F m -3 m	Cs2 Na Bk Cl6	K2NaAlF6	Preparation and Crystal Structures of Dicesium Berkelium Hexachloride and Dicesium Sodium Berkelium Hexachloride	Morss, L.R.; Fuger, J.	Inorganic Chemistry (1969) 8,  p. 1433-1439	10.805(3) 10.805(3) 10.805(3) 90. 90. 90.	7.6403 7.6403 7.6403 60.000 60.000 60.000	10.8050 10.8050 10.8050 90.000 90.000 90.000	293.00	0.101325		1969	-1	
24516		F m -3 m	Cs2 Ag Au Cl6	K2NaAlF6	Sugli esacloroaurati misti	Ferrari, A.	Gazzetta Chimica Italiana (1937) 67,  p. 94-98	10.45 10.45 10.45 90. 90. 90.	7.3893 7.3893 7.3893 60.000 60.000 60.000	10.4500 10.4500 10.4500 90.000 90.000 90.000	293.00	0.101325		1937	-1	
26162		I 4/m m m	Cs2 Ag Au Cl6	CsAuCl3	The crystal structure of cesium aurous auric chloride, Cs2 Au Au Cl6, and cesium argentous auric chloride, Cs2 Ag Au Cl6	Elliott, N.; Pauling, L.	Journal of the American Chemical Society (1938) 60,  p. 1846-1851	7.38(2) 7.38(2) 11.01(2) 90. 90. 90.	7.3800 7.3800 7.5853 119.109 119.109 90.000	7.3800 7.3800 11.0100 90.000 90.000 90.000	293.00	0.101325		1938	-1	
50361		F m -3 m	Cs2 Na Er Cl6	K2NaAlF6	Spectroscopic studies, theoretical models and structural characterization. I. The elpasolites Cs2 Na Ln Cl6, where Ln(3+) = Er(3+), Yb(3+)	Poblete, V.; Acevedo, R.; Tanner, P.A.	Revista Mexicana de Fisica (1998) 44, (1) p. 29-31	10.7089 10.7089 10.7089 90. 90. 90.	7.5723 7.5723 7.5723 60.000 60.000 60.000	10.7089 10.7089 10.7089 90.000 90.000 90.000	293.00	0.101325		1998	-1	
50362		F m -3 m	Cs2 Na Yb Cl6	K2NaAlF6	Spectroscopic studies, theoretical models and structural characterization. I. The elpasolites Cs2 Na Ln Cl6, where Ln(3+) = Er(3+), Yb(3+)	Poblete, V.; Acevedo, R.; Tanner, P.A.	Revista Mexicana de Fisica (1998) 44, (1) p. 29-31	10.6244 10.6244 10.6244 90. 90. 90.	7.5126 7.5126 7.5126 60.000 60.000 60.000	10.6244 10.6244 10.6244 90.000 90.000 90.000	293.00	0.101325		1998	-1	
50363		F m -3 m	Cs2 Na Sm Cl6	K2NaAlF6	Spectroscopic studies, theoretical models and structural characterization. I. The elpasolites Cs2 Na Ln Cl6, where Ln(3+) = Er(3+), Yb(3+)	Poblete, V.; Acevedo, R.; Tanner, P.A.	Revista Mexicana de Fisica (1998) 44, (1) p. 29-31	10.8342 10.8342 10.8342 90. 90. 90.	7.6609 7.6609 7.6609 60.000 60.000 60.000	10.8342 10.8342 10.8342 90.000 90.000 90.000	293.00	0.101325		1998	-1	
59194		F m -3 m	Cs2 Li Lu Cl6	K2NaAlF6	Low-Temperature Crystal Growth of Cs2 Li Lu Cl6 - II and Cs2 K Sc Cl6 under Reducing Conditions and their Structural Refinement	Meyer, G.; Hwu, S.-J.; Corbett, J.D.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1986) 535,  p. 208-212	10.409 10.409 10.409 90. 90. 90.	7.3603 7.3603 7.3603 60.000 60.000 60.000	10.4090 10.4090 10.4090 90.000 90.000 90.000	293.00	0.101325		1986	-1	
96062		F m -3 m	Cs2 Na Tb Cl6	K2NaAlF6	Synthesis and characterization of luminescent materials. The elpasolite Cs2 Na Tb Cl6	Poblete, V.; Navarro, G.; Martin, V.; Alvarez, M.	Powder Diffraction (2002) 17,  p. 10-13	10.7636 10.7636 10.7636 90 90 90	7.6110 7.6110 7.6110 60.000 60.000 60.000	10.7636 10.7636 10.7636 90.000 90.000 90.000	293.00	0.101325	Elpasolite	2002	-1	
126401		F m -3 m	Cs2 Na Bi Cl6	K2NaAlF6	Unlocking structural and photoelectric properties of lead-free double perovskites at high temperature	Du, Aochen; Zheng, Xingke; Li, Genzhuang; Ye, Yun; Chen, Enguo; Xu, Sheng; Guo, Tailiang	Journal of Luminescence (2024) 267,   Article ID 120369 (p. 1-12)	10.8700 10.8700 10.8700 90. 90. 90.	7.6863 7.6863 7.6863 60.000 60.000 60.000	10.8700 10.8700 10.8700 90.000 90.000 90.000	303.00	0.101325		2024	-1	
126402		F m -3 m	Cs2 Na Bi Cl6	K2NaAlF6	Unlocking structural and photoelectric properties of lead-free double perovskites at high temperature	Du, Aochen; Zheng, Xingke; Li, Genzhuang; Ye, Yun; Chen, Enguo; Xu, Sheng; Guo, Tailiang	Journal of Luminescence (2024) 267,   Article ID 120369 (p. 1-12)	10.8580 10.8580 10.8580 90. 90. 90.	7.6778 7.6778 7.6778 60.000 60.000 60.000	10.8580 10.8580 10.8580 90.000 90.000 90.000	373.00	0.101325		2024	-1	
126403		F m -3 m	Cs2 Na Bi Cl6	K2NaAlF6	Unlocking structural and photoelectric properties of lead-free double perovskites at high temperature	Du, Aochen; Zheng, Xingke; Li, Genzhuang; Ye, Yun; Chen, Enguo; Xu, Sheng; Guo, Tailiang	Journal of Luminescence (2024) 267,   Article ID 120369 (p. 1-12)	10.8666 10.8666 10.8666 90. 90. 90.	7.6838 7.6838 7.6838 60.000 60.000 60.000	10.8666 10.8666 10.8666 90.000 90.000 90.000	443.00	0.101325		2024	-1	
126404		F m -3 m	Cs2 Na Bi Cl6	K2NaAlF6	Unlocking structural and photoelectric properties of lead-free double perovskites at high temperature	Du, Aochen; Zheng, Xingke; Li, Genzhuang; Ye, Yun; Chen, Enguo; Xu, Sheng; Guo, Tailiang	Journal of Luminescence (2024) 267,   Article ID 120369 (p. 1-12)	10.9975 10.9975 10.9975 90. 90. 90.	7.7764 7.7764 7.7764 60.000 60.000 60.000	10.9975 10.9975 10.9975 90.000 90.000 90.000	503.00	0.101325		2024	-1	
126405		F m -3 m	Cs2 Na Bi Cl6	K2NaAlF6	Unlocking structural and photoelectric properties of lead-free double perovskites at high temperature	Du, Aochen; Zheng, Xingke; Li, Genzhuang; Ye, Yun; Chen, Enguo; Xu, Sheng; Guo, Tailiang	Journal of Luminescence (2024) 267,   Article ID 120369 (p. 1-12)	10.9486 10.9486 10.9486 90. 90. 90.	7.7418 7.7418 7.7418 60.000 60.000 60.000	10.9486 10.9486 10.9486 90.000 90.000 90.000	563.00	0.101325		2024	-1	
126856		F m -3 m	Cs2 Na Sc Cl6	K2NaAlF6	Sb\(^{3+}\)/Sm\(^{3+}\) codoped Cs\(_2\)NaScCl\(_6\) all-inorganic double perovskite: blue emission of self-trapped excitons and red-emission via energy transfer	Jiang, Xunliang; Ding, Haoqing; Yang, Fengxi; Luo, Fusheng; Gan, Zhixing; Fan, Zhiping; Gao, Fei; Cheng, Zhenzhi; Luo, Guangsheng; Zhou, Weiping	Inorganic Chemistry (2024) 63, (23) p. 10756-10766	10.49021(5) 10.49021(5) 10.49021(5) 90. 90. 90.	7.4177 7.4177 7.4177 60.000 60.000 60.000	10.4902 10.4902 10.4902 90.000 90.000 90.000	293.00	0.101325		2024	-1	
138726		F m -3 m	Cs2 Li Nd Cl6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	10.6390 10.6390 10.6390 90.0000 90.0000 90.0000	7.5229 7.5229 7.5229 60.000 60.000 60.000	10.6390 10.6390 10.6390 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138727		F m -3 m	Cs2 Na Tm Cl6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	10.7223 10.7223 10.7223 90.0000 90.0000 90.0000	7.5818 7.5818 7.5818 60.000 60.000 60.000	10.7223 10.7223 10.7223 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138802		F m -3 m	Cs2 Li Sm Cl6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	10.5888 10.5888 10.5888 90.0000 90.0000 90.0000	7.4874 7.4874 7.4874 60.000 60.000 60.000	10.5888 10.5888 10.5888 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138803		F m -3 m	Cs2 Li Tm Cl6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	10.4448 10.4448 10.4448 90.0000 90.0000 90.0000	7.3856 7.3856 7.3856 60.000 60.000 60.000	10.4448 10.4448 10.4448 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138804		F m -3 m	Cs2 Li Dy Cl6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	10.4896 10.4896 10.4896 90.0000 90.0000 90.0000	7.4173 7.4173 7.4173 60.000 60.000 60.000	10.4896 10.4896 10.4896 90.000 90.000 90.000	293.00	0.101325		2021	-1	
161152		F m -3 m	Cs2 Na In Cl6	K2NaAlF6	Extrinsic electronic states to tune the luminescence and bonding nature of Cs$_2$NaInCl$_6$ double perovskite	Jeevaraj, M.; Sivaganesh, D.; Saravanakumar, S.; Bahadur, S. Asath; Sudhahar, S.; Kumar, M. Krishna	Materials Chemistry and Physics (2024) 311,   Article ID 128569	10.5351 10.5351 10.5351 90. 90. 90.	7.4494 7.4494 7.4494 60.000 60.000 60.000	10.5351 10.5351 10.5351 90.000 90.000 90.000	293.00	0.101325		2024	-1	
161153		F m -3 m	Cs2 Na In Cl6	K2NaAlF6	Extrinsic electronic states to tune the luminescence and bonding nature of Cs$_2$NaInCl$_6$ double perovskite	Jeevaraj, M.; Sivaganesh, D.; Saravanakumar, S.; Bahadur, S. Asath; Sudhahar, S.; Kumar, M. Krishna	Materials Chemistry and Physics (2024) 311,   Article ID 128569	10.5380 10.5380 10.5380 90. 90. 90.	7.4515 7.4515 7.4515 60.000 60.000 60.000	10.5380 10.5380 10.5380 90.000 90.000 90.000	293.00	0.101325		2024	-1	
161183		F m -3 m	Cs2 Na In Cl6	K2NaAlF6	Extrinsic electronic states to tune the luminescence and bonding nature of Cs$_2$NaInCl$_6$ double perovskite	Jeevaraj, M.; Sivaganesh, D.; Saravanakumar, S.; Bahadur, S. Asath; Sudhahar, S.; Kumar, M. Krishna	Materials Chemistry and Physics (2024) 311,   Article ID 128569	10.5342 10.5342 10.5342 90. 90. 90.	7.4488 7.4488 7.4488 60.000 60.000 60.000	10.5342 10.5342 10.5342 90.000 90.000 90.000	293.00	0.101325		2024	-1	
161184		F m -3 m	Cs2 Na In Cl6	K2NaAlF6	Extrinsic electronic states to tune the luminescence and bonding nature of Cs$_2$NaInCl$_6$ double perovskite	Jeevaraj, M.; Sivaganesh, D.; Saravanakumar, S.; Bahadur, S. Asath; Sudhahar, S.; Kumar, M. Krishna	Materials Chemistry and Physics (2024) 311,   Article ID 128569	10.4989 10.4989 10.4989 90. 90. 90.	7.4238 7.4238 7.4238 60.000 60.000 60.000	10.4989 10.4989 10.4989 90.000 90.000 90.000	293.00	0.101325		2024	-1	
161185		F m -3 m	Cs2 Na In Cl6	K2NaAlF6	Extrinsic electronic states to tune the luminescence and bonding nature of Cs$_2$NaInCl$_6$ double perovskite	Jeevaraj, M.; Sivaganesh, D.; Saravanakumar, S.; Bahadur, S. Asath; Sudhahar, S.; Kumar, M. Krishna	Materials Chemistry and Physics (2024) 311,   Article ID 128569	10.4967 10.4967 10.4967 90. 90. 90.	7.4223 7.4223 7.4223 60.000 60.000 60.000	10.4967 10.4967 10.4967 90.000 90.000 90.000	293.00	0.101325		2024	-1	
166519		F m -3 m	K Cs2 Sm Cl6	K2NaAlF6	Nouvelles perovskites chlorees du type Cs2 K B(III) Cl6	Baud, G.; Baraduc, L.; Gaille, P.; Cousseins, J.C.	Comptes Rendus des Seances de l'Academie des Sciences, Serie C: Sciences Chimiques (1971) 272,  p. 1328-1330	11.213(5) 11.213(5) 11.213(5) 90. 90. 90.	7.9288 7.9288 7.9288 60.000 60.000 60.000	11.2130 11.2130 11.2130 90.000 90.000 90.000	293.00	0.101325		1971	-1	
175335		F m -3 m	Cs2 Ag In Cl6	K2NaAlF6	A robust anti-thermal-quenching phosphor based on zero-dimensional metal halide Rb\(_3\)InCl\(_6\):xSb\(^{3+}\)	Zhang, Baowei; Ru, Yi; Zhou, Jiaqian; Jia, Jingtao; Song, Haoqiang; Liu, Zhongyi; Zhang, Linlin; Liu, Xuying; Zhong, Gui-Ming; Yong, Xue; Panneerselvam, Iyyappa Rajan; Manna, Liberato; Lu, Siyu	Journal of the American Chemical Society (2024) 146, (11) p. 7658-7667	10.483 10.483 10.483 90. 90. 90.	7.4126 7.4126 7.4126 60.000 60.000 60.000	10.4830 10.4830 10.4830 90.000 90.000 90.000	298.00	0.101325		2024	-1	
175336		F m -3 m	Cs2 Ag In Cl6	K2NaAlF6	A robust anti-thermal-quenching phosphor based on zero-dimensional metal halide Rb\(_3\)InCl\(_6\):xSb\(^{3+}\)	Zhang, Baowei; Ru, Yi; Zhou, Jiaqian; Jia, Jingtao; Song, Haoqiang; Liu, Zhongyi; Zhang, Linlin; Liu, Xuying; Zhong, Gui-Ming; Yong, Xue; Panneerselvam, Iyyappa Rajan; Manna, Liberato; Lu, Siyu	Journal of the American Chemical Society (2024) 146, (11) p. 7658-7667	10.517 10.517 10.517 90. 90. 90.	7.4366 7.4366 7.4366 60.000 60.000 60.000	10.5170 10.5170 10.5170 90.000 90.000 90.000	423.00	0.101325		2024	-1	
175337		F m -3 m	Cs2 Ag In Cl6	K2NaAlF6	A robust anti-thermal-quenching phosphor based on zero-dimensional metal halide Rb\(_3\)InCl\(_6\):xSb\(^{3+}\)	Zhang, Baowei; Ru, Yi; Zhou, Jiaqian; Jia, Jingtao; Song, Haoqiang; Liu, Zhongyi; Zhang, Linlin; Liu, Xuying; Zhong, Gui-Ming; Yong, Xue; Panneerselvam, Iyyappa Rajan; Manna, Liberato; Lu, Siyu	Journal of the American Chemical Society (2024) 146, (11) p. 7658-7667	10.546 10.546 10.546 90. 90. 90.	7.4571 7.4571 7.4571 60.000 60.000 60.000	10.5460 10.5460 10.5460 90.000 90.000 90.000	523.00	0.101325		2024	-1	
176728		I 4/m m m	Cs2 Na Bi Cl6	CsAuCl3	Unveiling temperature-induced structural phase transition and luminescence in Mn\(^{2+}\)-doped Cs\(_2\)NaBiCl\(_6\) double perovskite	Banerjee, Srijita; Saikia, Sajid; Molokeev, Maxim S.; Nag, Angshuman	Chemistry of Materials (2024) 36, (9) p. 4750-4757	7.60318(11) 7.60318(11) 10.7915 90. 90. 90.	7.6032 7.6032 7.6170 119.940 119.940 90.000	7.6032 7.6032 10.7915 90.000 90.000 90.000	100.00	0.101325		2024	-1	
176729		I 4/m m m	Cs2 Na Bi Cl6	CsAuCl3	Unveiling temperature-induced structural phase transition and luminescence in Mn\(^{2+}\)-doped Cs\(_2\)NaBiCl\(_6\) double perovskite	Banerjee, Srijita; Saikia, Sajid; Molokeev, Maxim S.; Nag, Angshuman	Chemistry of Materials (2024) 36, (9) p. 4750-4757	7.59727(11) 7.59727(11) 10.7993 90. 90. 90.	7.5973 7.5973 7.6168 119.915 119.915 90.000	7.5973 7.5973 10.7993 90.000 90.000 90.000	90.00	0.101325		2024	-1	
176730		I 4/m m m	Cs2 Na Bi Cl6	CsAuCl3	Unveiling temperature-induced structural phase transition and luminescence in Mn\(^{2+}\)-doped Cs\(_2\)NaBiCl\(_6\) double perovskite	Banerjee, Srijita; Saikia, Sajid; Molokeev, Maxim S.; Nag, Angshuman	Chemistry of Materials (2024) 36, (9) p. 4750-4757	7.59181(11) 7.59181(11) 10.8070 90. 90. 90.	7.5918 7.5918 7.6168 119.891 119.891 90.000	7.5918 7.5918 10.8070 90.000 90.000 90.000	80.00	0.101325		2024	-1	
176731		I 4/m m m	Cs2 Na Bi Cl6	CsAuCl3	Unveiling temperature-induced structural phase transition and luminescence in Mn\(^{2+}\)-doped Cs\(_2\)NaBiCl\(_6\) double perovskite	Banerjee, Srijita; Saikia, Sajid; Molokeev, Maxim S.; Nag, Angshuman	Chemistry of Materials (2024) 36, (9) p. 4750-4757	7.58735(11) 7.58735(11) 10.8123 90. 90. 90.	7.5873 7.5873 7.6164 119.874 119.874 90.000	7.5873 7.5873 10.8123 90.000 90.000 90.000	70.00	0.101325		2024	-1	
176732		I 4/m m m	Cs2 Na Bi Cl6	CsAuCl3	Unveiling temperature-induced structural phase transition and luminescence in Mn\(^{2+}\)-doped Cs\(_2\)NaBiCl\(_6\) double perovskite	Banerjee, Srijita; Saikia, Sajid; Molokeev, Maxim S.; Nag, Angshuman	Chemistry of Materials (2024) 36, (9) p. 4750-4757	7.57960(11) 7.57960(11) 10.8226 90. 90. 90.	7.5796 7.5796 7.6162 119.841 119.841 90.000	7.5796 7.5796 10.8226 90.000 90.000 90.000	50.00	0.101325		2024	-1	
176733		I 4/m m m	Cs2 Na Bi Cl6	CsAuCl3	Unveiling temperature-induced structural phase transition and luminescence in Mn\(^{2+}\)-doped Cs\(_2\)NaBiCl\(_6\) double perovskite	Banerjee, Srijita; Saikia, Sajid; Molokeev, Maxim S.; Nag, Angshuman	Chemistry of Materials (2024) 36, (9) p. 4750-4757	7.57492(11) 7.57492(11) 10.8286 90. 90. 90.	7.5749 7.5749 7.6161 119.821 119.821 90.000	7.5749 7.5749 10.8286 90.000 90.000 90.000	15.00	0.101325		2024	-1	
245353		F m -3 m	Cs2 Na Y Cl6	K2NaAlF6	A detailed study of the variation in lattice parameter and structure with temperature and dilution in yttrium-substituted holmium hexachloro-elpasolite Cs2 Na Y(x) Ho(1-x) Cl6	Sabry-Grant, R.; Vickers, M.; Cockcroft, J.K.	Zeitschrift fuer Kristallographie (2007) 222, (7) p. 356-364	10.7275(2) 10.7275(2) 10.7275(2) 90. 90. 90.	7.5855 7.5855 7.5855 60.000 60.000 60.000	10.7275 10.7275 10.7275 90.000 90.000 90.000	294.00	0.101325		2007	-1	
245354		F m -3 m	Cs2 Na Y Cl6	K2NaAlF6	A detailed study of the variation in lattice parameter and structure with temperature and dilution in yttrium-substituted holmium hexachloro-elpasolite Cs2 Na Y(x) Ho(1-x) Cl6	Sabry-Grant, R.; Vickers, M.; Cockcroft, J.K.	Zeitschrift fuer Kristallographie (2007) 222, (7) p. 356-364	10.6722(2) 10.6722(2) 10.6722(2) 90. 90. 90.	7.5464 7.5464 7.5464 60.000 60.000 60.000	10.6722 10.6722 10.6722 90.000 90.000 90.000	120.00	0.101325		2007	-1	
245366		F m -3 m	Cs2 Na Ho Cl6	K2NaAlF6	A detailed study of the variation in lattice parameter and structure with temperature and dilution in yttrium-substituted holmium hexachloro-elpasolite Cs2 Na Y(x) Ho(1-x) Cl6	Sabry-Grant, R.; Vickers, M.; Cockcroft, J.K.	Zeitschrift fuer Kristallographie (2007) 222, (7) p. 356-364	10.7220(2) 10.7220(2) 10.7220(2) 90. 90. 90.	7.5816 7.5816 7.5816 60.000 60.000 60.000	10.7220 10.7220 10.7220 90.000 90.000 90.000	294.00	0.101325		2007	-1	
245367		F m -3 m	Cs2 Na Ho Cl6	K2NaAlF6	A detailed study of the variation in lattice parameter and structure with temperature and dilution in yttrium-substituted holmium hexachloro-elpasolite Cs2 Na Y(x) Ho(1-x) Cl6	Sabry-Grant, R.; Vickers, M.; Cockcroft, J.K.	Zeitschrift fuer Kristallographie (2007) 222, (7) p. 356-364	10.6666(2) 10.6666(2) 10.6666(2) 90. 90. 90.	7.5424 7.5424 7.5424 60.000 60.000 60.000	10.6666 10.6666 10.6666 90.000 90.000 90.000	120.00	0.101325		2007	-1	
257115		F m -3 m	Cs2 In Ag Cl6	K2NaAlF6	Cs2InAgCl6: A new lead-free halide double perovskite with direct band gap	Volonakis, George; Haghighirad, Amir Abbas; Milot, Rebecca L.; Sio, Weng H.; Filip, Marina R.; Wenger, Bernard; Johnston, Michael B.; Herz, Laura M.; Snaith, Henry J.; Giustino, Feliciano	Journal of Physical Chemistry Letters (2017) 8, (4) p. 772-778	10.467(1) 10.467(1) 10.467(1) 90. 90. 90.	7.4013 7.4013 7.4013 60.000 60.000 60.000	10.4670 10.4670 10.4670 90.000 90.000 90.000	293.00	0.101325		2017	-1	
9023		F m -3 m	Cs2 Sn Cl6	K2PtCl6	Crystal structrues of M2 Sn Cl6 salts. An analysis of the 'crystal field effect' in their nuclear quadrupole resonance and vibrational spectra	Brill, T.B.; Gerhart, R.C.; Welsh, W.A.	Journal of Magnetic Resonance  (1974) 13,  p. 27-37	10.3552(2) 10.3552(2) 10.3552(2) 90. 90. 90.	7.3222 7.3222 7.3222 60.000 60.000 60.000	10.3552 10.3552 10.3552 90.000 90.000 90.000	293.00	0.101325		1974	10	
14339		P -3 m 1	Cs2 Ce Cl6	(NH4)2SiF6	The crystal structure of the compound Cs2 Ce Cl6	Kaatz, T.; Marcovich, M.	Acta Crystallographica (1966) 21,  p. 1011	7.476(2) 7.476(2) 6.039(2) 90. 90. 120.	6.0390 7.4760 7.4760 120.000 90.000 90.000	7.4760 7.4760 6.0390 90.000 90.000 120.000	293.00	0.101325		1966	10	
34722	1955021	I 4/m	Cs2 In2 Cl6		Pressure-induced semiconductor-to-metal phase transition of a charge-ordered indium halide perovskite	Lin, Jia; Chen, Hong; Gao, Yang; Cai, Yao; Jin, Jianbo; Etman, Ahmed S.; Kang, Joohoon; Lei, Teng; Lin, Zhenni; Folgueras, Maria C.; Quan, Li Na; Kong, Qiao; Sherburne, Matthew; Asta, Mark; Sun, Junliang; Toney, Michael F.; Wu, Junqiao; Yang, Peidong	Proceedings of the National Academy of Sciences of the United States of America (2019) 116, (47) p. 23404-23409	17.2604(12) 17.2604(12) 11.0113(16) 90 90 90	11.0113 13.3892 13.3893 80.266 65.720 65.720	17.2604 17.2604 11.0113 90.000 90.000 90.000	100.00	0.101325		2019	10	
64613		F m -3 m	Cs2 Re Cl6	K2PtCl6	Crystal growth and structure of Cs2 Re Cl6.	Sperka, G.; Mautner, F.A.	Crystal Research and Technology (1988) 23,  p. 109-111	10.255(3) 10.255(3) 10.255(3) 90. 90. 90.	7.2514 7.2514 7.2514 60.000 60.000 60.000	10.2550 10.2550 10.2550 90.000 90.000 90.000	293.00	0.101325		1988	10	
69142		F m -3 m	Cs2 (Ir Cl6)	K2PtCl6	The preparative and structural chemistries of hexahalogeno and trichlorostannato complexes of iridium	Coll, R.K.; Fergusson, J.E.; Penfold, B.R.; Rankin, D.A.; Robinson, W.T.	Inorganica Chimica Acta (1990) 177,  p. 107-114	10.2119(8) 10.2119(8) 10.2119(8) 90. 90. 90.	7.2209 7.2209 7.2209 60.000 60.000 60.000	10.2119 10.2119 10.2119 90.000 90.000 90.000	295.00	0.101325		1990	10	
