,chemsys,nsites,E_MACE-MPA-0,E_MACE-MP-0b3,E_MatPES-r2SCAN,E_SevenNet
2513_CsPrAuF,Au-Cs-F-Pr,10,-48.14885608535454,-48.23318803134806,-179.34210205078125,-48.29347229003906
2514_CsLuTlF,Cs-F-Lu-Tl,10,-51.57800767607631,-51.59761292068705,-193.6826629638672,-51.50739669799805
2516_CsKNdF,Cs-F-K-Nd,10,-51.760310703026754,-51.686457405975155,-142.7740936279297,-51.78681182861328
2517_CsPdLuF,Cs-F-Lu-Pd,10,-51.0836940400551,-51.49562594007681,-160.74964904785156,-51.42112731933594
2518_CsBeCaF,Be-Ca-Cs-F,10,-49.539590258803855,-49.379641787741214,-113.572021484375,-49.63461685180664
2519_CsMgCuF,Cs-Cu-F-Mg,10,-44.219510126485055,-44.294687761687655,-112.4618911743164,-44.3038215637207
2520_CsMgGeF,Cs-F-Ge-Mg,10,-46.93256000520361,-46.76228720471031,-115.75962829589844,-46.67913055419922
2521_CsCuRuF,Cs-Cu-F-Ru,10,-45.95857122038469,-45.663245207327904,-126.9616470336914,-45.801273345947266
2522_CsLiMoF,Cs-F-Li-Mo,10,-49.56739361402162,-49.527941735774725,-125.9602279663086,-49.49594497680664
2523_CsCuIrF,Cs-Cu-F-Ir,10,-44.65684998716719,-44.45304555756387,-152.7976531982422,-44.549461364746094
2524_CsYbTlF,Cs-F-Tl-Yb,10,-45.4747596487251,,-189.14520263671875,-45.97142791748047
2525_CsMnCoF,Co-Cs-F-Mn,10,-50.57592377866054,-50.89732369451298,-124.1704330444336,-50.96040344238281
2526_CsRbAuF,Au-Cs-F-Rb,10,-38.072911707068485,-38.08706329479759,-155.75506591796875,-38.062435150146484
2527_CsBaYbF,Ba-Cs-F-Yb,10,-50.898061365668866,-50.56844586003254,-167.904296875,-51.254730224609375
2528_CsKPrF,Cs-F-K-Pr,10,-51.6379377517982,-51.49814562612024,-140.7141876220703,-51.638153076171875
2529_CsAuPuF,Au-Cs-F-Pu,10,-56.848959890327805,-56.07701317902278,-233.973388671875,-56.629539489746094
2530_CsSrPbF,Cs-F-Pb-Sr,10,-48.131992946332346,-48.08149360619679,-171.72877502441406,-48.223018646240234
2531_CsBaHgF,Ba-Cs-F-Hg,10,-41.7564845609459,-41.691621444682326,-174.3710174560547,-41.629512786865234
2532_CsMnFeF,Cs-F-Fe-Mn,10,-52.64737336978081,-52.55532028261659,-125.84308624267578,-52.493072509765625
2533_CsTiCuF,Cs-Cu-F-Ti,10,-51.20402276018402,-50.97258929526181,-121.3279800415039,-51.17510223388672
2534_CsPdAuF,Au-Cs-F-Pd,10,-39.236035408219756,-39.15717214230409,-161.801025390625,-39.242469787597656
2535_CsMnNiF,Cs-F-Mn-Ni,10,-48.35215880783324,-48.89498620717259,-122.98371887207031,-48.72801971435547
2536_CsLiIrF,Cs-F-Ir-Li,10,-46.41612945708661,-46.525214712721294,-148.3260498046875,-46.521568298339844
2537_CsZrVacF,Cs-F-Zr,9,-51.88850509588251,-51.8433352315848,-124.3936767578125,-51.87822341918945
2538_CsLiRuF,Cs-F-Li-Ru,10,-47.668785177357904,-47.7516782978656,-122.44507598876953,-47.801788330078125
2539_CsCoFrF,Co-Cs-F-Fr,10,,,,
2540_CsCoZnF,Co-Cs-F-Zn,10,-43.282341971253445,-43.50579146309873,-117.06754302978516,-43.55147933959961
2542_CsBaTmF,Ba-Cs-F-Tm,10,-52.13136971534495,-54.91160438861373,-168.21914672851562,-52.76197052001953
2543_CsCeAuF,Au-Ce-Cs-F,10,-49.45902658653921,-49.25946741776656,-179.30923461914062,-49.72850799560547
2544_CsAsFrF,As-Cs-F-Fr,10,,,,
2546_CsKPuF,Cs-F-K-Pu,10,-59.56930422774927,-59.23310461833516,-195.15945434570312,-59.639522552490234
2545_CsNiFrF,Cs-F-Fr-Ni,10,,,,
2547_CsEuAmF,Am-Cs-Eu-F,10,,,,
2548_CsTmTlF,Cs-F-Tl-Tm,10,-51.3515010666737,-51.40347812352583,-189.73219299316406,-51.41043472290039
2549_CsRbLuF,Cs-F-Lu-Rb,10,-52.21902104173148,-52.16155744166748,-156.8104248046875,-52.121238708496094
2550_CsCuRhF,Cs-Cu-F-Rh,10,-44.20776551358207,-44.04465486270172,-125.89598083496094,-44.1248779296875
2551_CsFeZnF,Cs-F-Fe-Zn,10,-45.1351899005153,-45.201164804121035,-118.85813903808594,-45.175437927246094
2553_CsLiTiF,Cs-F-Li-Ti,10,-53.07038062723355,-53.17446019553762,-117.0314712524414,-53.16569519042969
2554_CsNiZnF,Cs-F-Ni-Zn,10,-41.015980745671314,-41.183235069104875,-115.80369567871094,-41.290245056152344
2555_CsRbYbF,Cs-F-Rb-Yb,10,-44.09472797700549,-44.99835162535772,-152.33807373046875,-44.27361297607422
2556_CsCoGeF,Co-Cs-F-Ge,10,-46.10357224967604,-46.25918843598882,-120.2398681640625,-45.998050689697266
2557_CsCoCuF,Co-Cs-Cu-F,10,-43.5061195002886,-43.776357994692965,-116.64088439941406,-43.721099853515625
2558_CsKNpF,Cs-F-K-Np,10,-57.45201716213701,-57.367316348856235,-191.73904418945312,-57.369712829589844
2559_CsSmEuF,Cs-Eu-F-Sm,10,-60.02721299890673,-62.380478017900465,-180.85655212402344,-60.5057258605957
2560_CsErTlF,Cs-Er-F-Tl,10,-51.33532141514774,-51.37068128140937,-191.32009887695312,-51.384559631347656
2561_CsNdNpF,Cs-F-Nd-Np,10,-58.872051924736645,-61.33002650557199,-219.2278289794922,-59.66472625732422
2562_CsSrAmF,Am-Cs-F-Sr,10,,,,
2563_CsKCeF,Ce-Cs-F-K,10,-52.63253417162374,-52.473217018659895,-140.62353515625,-52.63262176513672
2564_CsLiRhF,Cs-F-Li-Rh,10,-45.823842640895265,-45.82937010767938,-121.26300811767578,-45.8568000793457
2565_CsFeGeF,Cs-F-Fe-Ge,10,-47.959901558617204,-47.69153198672578,-121.8244857788086,-47.551666259765625
2566_CsAuUF,Au-Cs-F-U,10,-54.45984116443415,-53.92912288498008,-227.60340881347656,-54.42993927001953
2567_CsNiCuF,Cs-Cu-F-Ni,10,-41.281416266290755,-41.60340675027414,-115.50283813476562,-41.520545959472656
2568_CsBAgF,Ag-B-Cs-F,10,-44.021269820436515,-43.89045163942809,-121.35204315185547,-44.543636322021484
2569_CsHfVacF,Cs-F-Hf,9,-54.17182145541953,-54.02000619930982,-147.36302185058594,-54.147850036621094
2570_CsNiGeF,Cs-F-Ge-Ni,10,-43.791204451397874,-44.24698192302667,-119.0328598022461,-43.73639678955078
2571_CsFeFrF,Cs-F-Fe-Fr,10,,,,
2572_CsMgCoF,Co-Cs-F-Mg,10,-47.20992758276162,-47.20894164324835,-115.82107543945312,-47.289947509765625
2573_CsHgThF,Cs-F-Hg-Th,10,-51.453225024113735,-51.023263518940475,-223.2444610595703,-50.8819580078125
2574_CsPbAmF,Am-Cs-F-Pb,10,,,,
2575_CsYTlF,Cs-F-Tl-Y,10,-52.993885944619365,-53.05716063587708,-175.4092254638672,-53.02261734008789
2576_CsAuBiF,Au-Bi-Cs-F,10,-41.53892258828616,-41.49166166895174,-200.5725860595703,-41.65660095214844
2577_CsSrSmF,Cs-F-Sm-Sr,10,-51.95414600192059,-54.58421576549089,-157.03738403320312,-52.506229400634766
2578_CsRbTmF,Cs-F-Rb-Tm,10,-51.94727393958674,-51.938370980657574,-152.8882293701172,-52.01542663574219
2579_CsMgFeF,Cs-F-Fe-Mg,10,-48.97373986125634,-49.03516166893571,-117.53592681884766,-48.94245910644531
2580_CsHoTlF,Cs-F-Ho-Tl,10,-51.29322544537361,-51.314835165306945,-191.9782257080078,-51.3084831237793
2581_CsLaAuF,Au-Cs-F-La,10,-48.71539060885273,-48.637811555798336,-178.31475830078125,-48.84262466430664
2583_CsRbTlF,Cs-F-Rb-Tl,10,-40.86053056782589,-40.932129164774594,-162.16183471679688,-40.850399017333984
2584_CsMgNiF,Cs-F-Mg-Ni,10,-44.86452369710926,-44.97247962755303,-114.5917739868164,-45.05171203613281
2586_CsRbErF,Cs-Er-F-Rb,10,-51.9416234100033,-51.91307737324375,-154.42999267578125,-51.96754455566406
2585_CsVCuF,Cs-Cu-F-V,10,-49.12442253210475,-48.91010356519223,-121.1405258178711,-48.976409912109375
2587_CsSmPbF,Cs-F-Pb-Sm,10,-50.60633368961316,-51.94180562810031,-193.22946166992188,-50.89904022216797
2588_CsAuPaF,Au-Cs-F-Pa,10,-53.6856336446797,-53.91098083378038,-225.1653289794922,-53.77540588378906
2589_CsKBiF,Bi-Cs-F-K,10,-44.89283596333949,-44.835997883721824,-161.71141052246094,-44.919471740722656
2590_CsKLaF,Cs-F-K-La,10,-52.19623912240818,-51.8728374138803,-139.7076873779297,-52.15400695800781
2591_CsDyTlF,Cs-Dy-F-Tl,10,-51.257150962698816,-51.317742540608016,-192.08058166503906,-51.29532241821289
2592_CsMnFrF,Cs-F-Fr-Mn,10,,,,
2593_CsCrFrF,Cr-Cs-F-Fr,10,,,,
2594_CsBeCdF,Be-Cd-Cs-F,10,-43.24755545947035,-43.257995523117366,-121.39195251464844,-43.316612243652344
2595_CsLiVF,Cs-F-Li-V,10,-50.86071440665579,-50.94257081599748,-116.737060546875,-51.01737976074219
2596_CsAgRaF,Ag-Cs-F-Ra,10,,,,
2597_CsRbYF,Cs-F-Rb-Y,10,-53.60206750871018,-53.62650025285352,-138.47409057617188,-53.60405731201172
2598_CsBaDyF,Ba-Cs-Dy-F,10,-52.17938980758386,-54.872689369334054,-170.4619140625,-52.74996566772461
2599_CsKPaF,Cs-F-K-Pa,10,-53.887919913977235,-54.788983573567386,-185.05349731445312,-53.61785888671875
2600_CsGaFrF,Cs-F-Fr-Ga,10,,,,
2601_CsRbHoF,Cs-F-Ho-Rb,10,-51.894699091684345,-51.83376708265778,-155.10025024414062,-51.90144729614258
2602_CsFeCoF,Co-Cs-F-Fe,10,-48.08206768393223,-48.17807286241456,-121.97378540039062,-48.23324203491211
2603_CsTbTlF,Cs-F-Tb-Tl,10,-51.187704141641255,-51.11820297688535,-193.25704956054688,-51.23455810546875
2604_CsPdInF,Cs-F-In-Pd,10,-43.178474483824324,-43.36270916222385,-139.17630004882812,-43.257057189941406
2605_CsCuGaF,Cs-Cu-F-Ga,10,-43.848379041221605,-43.77048179263993,-117.32844543457031,-43.76148986816406
2606_CsBeAgF,Ag-Be-Cs-F,10,-42.06840675917044,-42.62640584567153,-119.4832992553711,-42.3302001953125
2607_CsCoNiF,Co-Cs-F-Ni,10,-43.938213414280376,-44.34663646915354,-119.07414245605469,-44.36949920654297
2608_CsCrCuF,Cr-Cs-Cu-F,10,-48.897992177157164,-48.62182160374312,-121.77876281738281,-48.74072265625
2610_CsCdRaF,Cd-Cs-F-Ra,10,,,,
2612_CsRbDyF,Cs-Dy-F-Rb,10,-51.87166801041699,-51.86809588329853,-155.16876220703125,-51.8771858215332
2613_CsMnCuF,Cs-Cu-F-Mn,10,-48.253719792833316,-48.37210113146959,-120.76840209960938,-48.06216049194336
2614_CsLiGaF,Cs-F-Ga-Li,10,-45.67850053806418,-45.68444722382541,-112.90665435791016,-45.695770263671875
2615_CsSnVacF,Cs-F-Sn,9,-41.84069350403837,-41.80733944334525,-120.10987854003906,-41.79808044433594
2616_CsGdTlF,Cs-F-Gd-Tl,10,-60.257105831405866,-60.348586965563314,-195.72442626953125,-60.38751220703125
2617_CsLiCrF,Cr-Cs-F-Li,10,-50.553426247483294,-50.50274680083555,-117.25700378417969,-50.57188415527344
2618_CsVFrF,Cs-F-Fr-V,10,,,,
2619_CsLiMnF,Cs-F-Li-Mn,10,-48.95164798845211,-49.177382464778205,-115.95966339111328,-49.195289611816406
2620_CsRbTbF,Cs-F-Rb-Tb,10,-51.79585193943939,-51.514676916893684,-156.28929138183594,-51.81147003173828
2622_CsEuTlF,Cs-Eu-F-Tl,10,-54.46093154306931,-54.33663350104321,-192.580322265625,-54.44578170776367
2624_CsNbVacF,Cs-F-Nb,9,-49.55026167496034,-49.890877137497796,-121.98268127441406,-49.49143981933594
2625_CsTaVacF,Cs-F-Ta,9,-51.754866688519535,-52.438162749789704,-146.41256713867188,-51.76493835449219
2626_CsLiFeF,Cs-F-Fe-Li,10,-47.346186992691415,-47.65563039874936,-114.58879852294922,-47.60566711425781
2627_CsSmTlF,Cs-F-Sm-Tl,10,-50.91166548615524,-50.904874550751,-189.99298095703125,-50.99217224121094
2628_CsRbGdF,Cs-F-Gd-Rb,10,-60.878873660807315,-60.86760404595598,-158.76597595214844,-60.94892883300781
2629_CsNdEuF,Cs-Eu-F-Nd,10,-59.92606046888396,-62.31705034868715,-177.61167907714844,-60.40833282470703
2630_CsCuAsF,As-Cs-Cu-F,10,-43.151991549743755,-43.050524311475314,-117.05506134033203,-43.10932159423828
2631_CsPdSbF,Cs-F-Pd-Sb,10,-43.5164015374877,-43.81895819710747,-140.23841857910156,-43.85232162475586
2632_CsNHgF,Cs-F-Hg-N,10,-33.61651106611666,-33.279049398150455,-141.24053955078125,-34.1414794921875
2633_CsPdPdF,Cs-F-Pd,10,-41.75087169906862,-41.771962868780406,-135.37979125976562,-41.7809944152832
2634_CsRhFrF,Cs-F-Fr-Rh,10,,,,
2636_CsRbEuF,Cs-Eu-F-Rb,10,-54.83185625908253,-54.84712598560844,-155.63844299316406,-54.85007858276367
2637_CsSrNdF,Cs-F-Nd-Sr,10,-51.90275476731324,-54.53261160946169,-153.896484375,-52.454811096191406
2638_CsTiFrF,Cs-F-Fr-Ti,10,,,,
2639_CsPmTlF,Cs-F-Pm-Tl,10,-50.89961179282307,-50.76964875304667,-188.92538452148438,-50.895198822021484
2640_CsTlCmF,Cm-Cs-F-Tl,10,,,,
2641_CsLiNiF,Cs-F-Li-Ni,10,-41.25047215854872,-41.938606858092754,-109.7563247680664,-41.428436279296875
2642_CsLiAsF,As-Cs-F-Li,10,-44.88040855725804,-44.84127524092574,-112.53648376464844,-44.877647399902344
2645_CsTlAmF,Am-Cs-F-Tl,10,,,,
2647_CsScPdF,Cs-F-Pd-Sc,10,-52.361634730254366,-52.65516894353144,-133.47499084472656,-52.58624267578125
2646_CsLiCoF,Co-Cs-F-Li,10,-44.33320781553152,-44.88728576304253,-111.82806396484375,-44.837711334228516
2648_CsRbSmF,Cs-F-Rb-Sm,10,-51.52109818637624,-51.443117118959066,-153.0847625732422,-51.583404541015625
2649_CsIrFrF,Cs-F-Fr-Ir,10,,,,
2650_CsNdPbF,Cs-F-Nd-Pb,10,-50.51914269197754,-51.91623838059878,-190.2911376953125,-50.775474548339844
2651_CsCaRaF,Ca-Cs-F-Ra,10,,,,
2652_CsRuFrF,Cs-F-Fr-Ru,10,,,,
2653_CsNdTlF,Cs-F-Nd-Tl,10,-50.75935274018827,-50.82342387093114,-187.28921508789062,-50.83155059814453
2655_CsMoFrF,Cs-F-Fr-Mo,10,,,,
2656_CsPrTlF,Cs-F-Pr-Tl,10,-50.61694505253825,-50.64355433595201,-185.2499542236328,-50.67539978027344
2657_CsRbCmF,Cm-Cs-F-Rb,10,,,,
2658_CsRbPmF,Cs-F-Pm-Rb,10,-51.51397634375527,-51.35628055542354,-152.03053283691406,-51.47114562988281
2659_CsAuAcF,Ac-Au-Cs-F,10,-47.677129952100614,-47.63661303268255,-216.82113647460938,-47.446685791015625
2660_CsWVacF,Cs-F-W,9,-45.600652680861636,-45.917986522197985,-145.73907470703125,-45.80371856689453
2662_CsYbRaF,Cs-F-Ra-Yb,10,,,,
2661_CsRbAmF,Am-Cs-F-Rb,10,,,,
2663_CsHgRaF,Cs-F-Hg-Ra,10,,,,
2664_CsNdAmF,Am-Cs-F-Nd,10,,,,
2665_CsKAcF,Ac-Cs-F-K,10,-51.072037996689055,-50.804323148955625,-178.21995544433594,-50.75849914550781
2666_CsTlPuF,Cs-F-Pu-Tl,10,-58.47738546522827,-58.48502617553321,-239.48419189453125,-58.696956634521484
2667_CsNAgF,Ag-Cs-F-N,10,-35.79643205503785,-35.98956231091055,-112.60272216796875,-36.67213821411133
2668_CsCuCuF,Cs-Cu-F,10,-41.194574439137284,-41.142385928676944,-113.26679992675781,-41.212257385253906
2669_CsBeTiF,Be-Cs-F-Ti,10,-51.23340036185193,-51.519528191870855,-115.79300689697266,-51.48590850830078
2670_CsBePdF,Be-Cs-F-Pd,10,-43.90150217597051,-44.418171816890855,-120.60108184814453,-44.29122543334961
2671_CsPdTaF,Cs-F-Pd-Ta,10,-54.15061475720304,-53.814250107144396,-164.88575744628906,-54.477230072021484
2672_CsNbPdF,Cs-F-Nb-Pd,10,-50.99005688322416,-51.39791812723078,-141.1905975341797,-51.63172149658203
2673_CsRbNdF,Cs-F-Nd-Rb,10,-51.36266740157969,-51.346075558290764,-150.33163452148438,-51.42403030395508
2674_CsAlCuF,Al-Cs-Cu-F,10,-47.85130382674876,-47.85922018369572,-116.18353271484375,-47.83419418334961
2675_CsCeTlF,Ce-Cs-F-Tl,10,-51.56394723474558,-51.589901185388804,-185.14767456054688,-51.73688888549805
2677_CsTlNpF,Cs-F-Np-Tl,10,-56.41883731545836,-56.67976284821645,-236.1645050048828,-56.5753173828125
2678_CsTmRaF,Cs-F-Ra-Tm,10,,,,
2679_CsRbPrF,Cs-F-Pr-Rb,10,-51.21623732850424,-51.15999629253433,-148.26304626464844,-51.27264404296875
2680_CsLiCuF,Cs-Cu-F-Li,10,-41.595908029689745,-41.66721985620973,-107.4371337890625,-41.588905334472656
2681_CsMoVacF,Cs-F-Mo,9,-44.89062673288933,-45.023093175031185,-121.26577758789062,-45.002174377441406
2682_CsLiAlF,Al-Cs-F-Li,10,-49.71300336301681,-49.78072455025456,-111.7842025756836,-49.822410583496094
2683_CsNbFrF,Cs-F-Fr-Nb,10,,,,
2684_CsRbPuF,Cs-F-Pu-Rb,10,-59.11502495682937,-58.953834175381,-202.63536071777344,-59.28156280517578
2685_CsBaEuF,Ba-Cs-Eu-F,10,-58.512586211078485,-58.75116849680015,-172.02352905273438,-58.605010986328125
2686_CsTaFrF,Cs-F-Fr-Ta,10,,,,
2687_CsTcVacF,Cs-F-Tc,9,-46.39130781375187,-46.498841081617755,-119.89508819580078,-46.24982833862305
2688_CsBNaF,B-Cs-F-Na,10,-46.14066167907118,-45.71362686223135,-107.15414428710938,-46.54704666137695
2689_CsTlUF,Cs-F-Tl-U,10,-54.627946286469204,-55.231150877320694,-232.48004150390625,-54.98220443725586
2690_CsRbCeF,Ce-Cs-F-Rb,10,-52.19062273135956,-52.22344553059899,-148.19044494628906,-52.2844352722168
2691_CsSrBaF,Ba-Cs-F-Sr,10,-50.235233665502726,-49.988668515603266,-147.64585876464844,-50.31679153442383
2692_CsTlBiF,Bi-Cs-F-Tl,10,-43.98090066780888,-43.9452223875179,-206.33868408203125,-43.94704055786133
2693_CsRbNpF,Cs-F-Np-Rb,10,-56.991608038994194,-57.176245981691174,-199.239990234375,-57.06704330444336
2694_CsMoPdF,Cs-F-Mo-Pd,10,-47.607920194963775,-48.04452542058683,-141.243408203125,-47.75231170654297
2695_CsLaTlF,Cs-F-La-Tl,10,-51.15515279414559,-51.01663516756474,-184.33033752441406,-51.232364654541016
2696_CsBaPbF,Ba-Cs-F-Pb,10,-47.88867524582257,-47.631868346075606,-183.84336853027344,-47.9193115234375
2697_CsTlPaF,Cs-F-Pa-Tl,10,-53.34554578748673,-54.7091399963277,-229.62509155273438,-53.29950714111328
2698_CsRuPdF,Cs-F-Pd-Ru,10,-45.975171517895895,-46.03730997483261,-137.91156005859375,-46.035247802734375
2699_CsPdIrF,Cs-F-Ir-Pd,10,-44.61377183642296,-44.78302585027465,-163.76258850097656,-44.81139373779297
2700_CsScFrF,Cs-F-Fr-Sc,10,,,,
2702_CsAgFrF,Ag-Cs-F-Fr,10,,,,
2703_CsRbBiF,Bi-Cs-F-Rb,10,-44.483457038168325,-44.5085228167347,-169.29312133789062,-44.53537368774414
2704_CsDyRaF,Cs-Dy-F-Ra,10,,,,
2705_CsOsVacF,Cs-F-Os,9,-44.625829977745695,-44.993178010687636,-144.07012939453125,-45.093292236328125
2706_CsTiPdF,Cs-F-Pd-Ti,10,-52.08416261906933,-51.89995922252537,-132.65565490722656,-52.21415328979492
2707_CsReVacF,Cs-F-Re,9,-47.60394238194335,-47.97436608228416,-145.1632843017578,-47.807132720947266
2708_CsRbLaF,Cs-F-La-Rb,10,-51.75665046518318,-51.528736250627645,-147.2605438232422,-51.79158020019531
2709_CsRhPdF,Cs-F-Pd-Rh,10,-44.2020502050901,-44.396457130153436,-136.94830322265625,-44.34436798095703
2710_CsIrVacF,Cs-F-Ir,9,-41.58109508185647,-41.99116127494857,-142.72015380859375,-41.92224884033203
2711_CsPtVacF,Cs-F-Pt,9,-38.66769257614715,-38.627076595624565,-141.1972198486328,-38.56058883666992
2712_CsBePtF,Be-Cs-F-Pt,10,-43.301377927448165,-43.586732828603495,-147.58074951171875,-43.999549865722656
2714_CsPdFrF,Cs-F-Fr-Pd,10,,,,
2715_CsSbFrF,Cs-F-Fr-Sb,10,,,,
2717_CsBeVF,Be-Cs-F-V,10,-50.88116019737313,-50.580843696005815,-116.20021057128906,-50.88848876953125
2718_CsRuVacF,Cs-F-Ru,9,-43.22693810837373,-43.62832459365677,-117.11621856689453,-43.38151550292969
2719_CsBaSmF,Ba-Cs-F-Sm,10,-52.005790463122366,-54.54836205604535,-169.11790466308594,-52.60868835449219
2720_CsPdVacF,Cs-F-Pd,9,-37.308282497051536,-37.13695574625187,-112.17755889892578,-37.35291290283203
2722_CsAuThF,Au-Cs-F-Th,10,-52.53472716414606,-52.41502754982935,-222.6116180419922,-52.47991943359375
2723_CsRaNpF,Cs-F-Np-Ra,10,,,,
2724_CsKThF,Cs-F-K-Th,10,-53.627023822663915,-55.132519509006976,-183.5481719970703,-53.72524642944336
2725_CsBeCrF,Be-Cr-Cs-F,10,-50.174863431318144,-50.450156861409056,-116.38424682617188,-50.620025634765625
2727_CsTiSrBr,Br-Cs-Sr-Ti,10,-37.49867734657698,-38.09188348923648,-177.0011749267578,-37.70573425292969
2728_CsAuHgBr,Au-Br-Cs-Hg,10,-24.19061174608464,-24.26993465134864,-240.2735595703125,-24.27906608581543
2729_CsAgErBr,Ag-Br-Cs-Er,10,-34.83141311646828,-34.781753242619175,-205.32472229003906,-34.850196838378906
2730_CsNiBaBr,Ba-Br-Cs-Ni,10,-33.72652681884157,-33.76551560781503,-186.63682556152344,-33.66660690307617
2731_CsSrPdBr,Br-Cs-Pd-Sr,10,-32.46466748335543,-32.97767342874716,-184.17127990722656,-32.52912139892578
2732_CsTiAuBr,Au-Br-Cs-Ti,10,-34.65865052429493,-34.365304719915905,-207.0974578857422,-34.70903778076172
2733_CsMnNdBr,Br-Cs-Mn-Nd,10,-40.24224945283513,-41.2749382866518,-196.72967529296875,-40.754302978515625
2734_CsFeBaBr,Ba-Br-Cs-Fe,10,-36.84920217325664,-36.10209860319604,-189.4684600830078,-36.56028747558594
2735_CsKRhBr,Br-Cs-K-Rh,10,-32.4180992106607,-32.428247228113904,-174.02391052246094,-32.50111389160156
2736_CsNaUBr,Br-Cs-Na-U,10,-40.04923143986271,-40.15996446998207,-232.3132781982422,-40.044158935546875
2737_CsAgTlBr,Ag-Br-Cs-Tl,10,-27.192935175649165,-27.133774397002114,-216.1790313720703,-27.192184448242188
2738_CsRhAuBr,Au-Br-Cs-Rh,10,-30.801765399739047,-31.115228697744037,-214.77940368652344,-30.96892547607422
2739_CsAlTlBr,Al-Br-Cs-Tl,10,-31.299998712310245,-31.207529649353123,-204.7018280029297,-31.28309440612793
2740_CsCoBaBr,Ba-Br-Co-Cs,10,-35.05286407429642,-34.891246135984744,-187.96376037597656,-35.0801887512207
2741_CsNaBiBr,Bi-Br-Cs-Na,10,-30.565728586544395,-30.523681500870794,-207.27403259277344,-30.550174713134766
2742_CsYAgBr,Ag-Br-Cs-Y,10,-36.7682134889831,-36.75577954515957,-189.37493896484375,-36.78420639038086
2744_CsKTiBr,Br-Cs-K-Ti,10,-36.36515452155264,-36.40943964856662,-166.74844360351562,-36.33902359008789
2745_CsTiPbBr,Br-Cs-Pb-Ti,10,-36.245762170701674,-36.751028630232916,-214.358154296875,-36.55802917480469
2746_CsIrAuBr,Au-Br-Cs-Ir,10,-31.43084399454453,-31.861575775311707,-241.846435546875,-31.839168548583984
2747_CsPdPbBr,Br-Cs-Pb-Pd,10,-31.276845257042233,-31.60395413798227,-221.5861358642578,-31.37823486328125
2748_CsRuAuBr,Au-Br-Cs-Ru,10,-32.03422204232527,-32.37139857997808,-215.4572296142578,-32.07971954345703
2749_CsTmYbBr,Br-Cs-Tm-Yb,10,-35.999055496924846,-37.07627794433147,-221.72842407226562,-36.369667053222656
2750_CsAgHoBr,Ag-Br-Cs-Ho,10,-34.86622650039114,-34.78640416900819,-206.0817413330078,-34.868003845214844
2751_CsLuHgBr,Br-Cs-Hg-Lu,10,-31.577652574386722,-31.48431785188385,-234.38104248046875,-31.64288902282715
2752_CsNaLaBr,Br-Cs-La-Na,10,-36.63536588858374,-36.55089904927318,-184.15756225585938,-36.5272216796875
2753_CsCaTmBr,Br-Ca-Cs-Tm,10,-35.71852932063673,-36.91144455869761,-193.80758666992188,-36.41456985473633
2754_CsTiEuBr,Br-Cs-Eu-Ti,10,-45.88776440096484,-46.262345101904295,-201.21453857421875,-46.13240051269531
2755_CsZnNdBr,Br-Cs-Nd-Zn,10,-32.8975221421095,-33.60298808461442,-190.12599182128906,-33.03740692138672
2756_CsNaNpBr,Br-Cs-Na-Np,10,-41.97353239247653,-42.039115897773925,-236.14413452148438,-42.084442138671875
2757_CsAgTmBr,Ag-Br-Cs-Tm,10,-34.74085249663598,-34.526182575242835,-203.87655639648438,-34.706119537353516
2758_CsNaCeBr,Br-Ce-Cs-Na,10,-37.02410903468764,-37.01970063750617,-184.92315673828125,-36.97132110595703
2759_CsCrNdBr,Br-Cr-Cs-Nd,10,-40.574548613530865,-40.93826488300817,-196.17098999023438,-40.721927642822266
2760_CsAlRbBr,Al-Br-Cs-Rb,10,-31.52277335343474,-31.534847027993745,-167.50177001953125,-31.53732681274414
2761_CsYbHgBr,Br-Cs-Hg-Yb,10,-28.100545638580815,-28.350727535467175,-231.39044189453125,-28.197799682617188
2762_CsKRuBr,Br-Cs-K-Ru,10,-33.741317714316715,-33.848623226192394,-174.83343505859375,-33.76715850830078
2763_CsNaPaBr,Br-Cs-Na-Pa,10,-38.18108876959442,-38.73626524815298,-228.7452850341797,-38.45880889892578
2764_CsMoAuBr,Au-Br-Cs-Mo,10,-34.74827878225166,-34.706121429275576,-217.46226501464844,-34.7525634765625
2765_CsKIrBr,Br-Cs-Ir-K,10,-33.26237866466087,-33.46146275827583,-201.1356964111328,-33.445472717285156
2766_CsCuRbBr,Br-Cs-Cu-Rb,10,-27.655983053856097,-27.96618877741107,-167.45364379882812,-27.7633113861084
2767_CsAgDyBr,Ag-Br-Cs-Dy,10,-34.88982481549531,-34.773391799918635,-206.45864868164062,-34.888938903808594
2768_CsCaHgBr,Br-Ca-Cs-Hg,10,-28.593882168562786,-28.645717713382368,-202.89474487304688,-28.565082550048828
2769_CsSmPtBr,Br-Cs-Pt-Sm,10,-35.486799048024025,-35.66520356872199,-233.27569580078125,-35.592254638671875
