,chemsys,nsites,E_MACE-MPA-0,E_MACE-MP-0b3,E_MatPES-r2SCAN,E_SevenNet
mp-1079796,Pd-Ti,8,-60.52756675757709,-60.53446391909223,-125.84993743896484,-60.58125305175781
mp-30840,Pd-Ti,10,-68.65964381701666,-68.76878039961578,-195.5938720703125,-68.71469116210938
mp-1105911,Pd-Ti,16,-103.97574756400184,-103.97926302353135,-337.2376403808594,-104.01779174804688
mp-29636,Br-K-Mn,20,-84.47469719699386,-84.46006314453054,-273.5006408691406,-84.49755859375
mp-29637,Br-K-Mn,22,-79.91094572691964,-79.97346697785905,-276.2833557128906,-79.815673828125
mp-1186180,Na-Sc,4,-18.79369227704878,-18.812427281842012,-36.03946304321289,-18.733963012695312
mp-1186068,Na-Sc,4,-8.633806687290258,-8.646915048195682,-20.327463150024414,-8.43037223815918
mp-10871,Al-Au,2,-7.54351231178687,-7.563150363433021,-57.86113739013672,-7.554656982421875
mp-1018179,Al-Au,3,-11.225092905575451,-11.217661876232459,-108.8316421508789,-11.199708938598633
mp-2647,Al-Au,3,-12.04995318613954,-12.031638899631812,-65.50730895996094,-12.051945686340332
mp-1183189,Al-Au,4,-14.88294611957702,-15.097551826288118,-71.05233764648438,-14.976350784301758
mp-1228956,Al-Au,5,-17.51150845761118,-17.52495334503109,-209.77438354492188,-17.51378059387207
mp-1399,Al-Au,8,-31.249979454744565,-31.342683645611583,-232.1995849609375,-31.19774055480957
mp-1183223,Al-Au,8,-28.785740321693456,-28.81983279947465,-318.87518310546875,-28.964445114135742
mp-569558,Al-Au,12,-44.98061360734847,-45.00752571581724,-435.5079040527344,-44.941192626953125
mp-1490,Al-Au,20,-71.41412340396444,-71.50692390841446,-840.592041015625,-71.6136474609375
mp-30550,Al-Au,30,-112.47823566447384,-112.49195391542104,-1088.7996826171875,-112.28636169433594
mp-16480,Al-Au,44,-161.24483871655215,-161.24463854390785,-1711.977294921875,-161.841552734375
mp-1053,Nd-Zn,2,-6.6567937232800745,-6.654839693758193,-42.47060012817383,-6.646307945251465
mp-1186287,Nd-Zn,4,-15.680812410346343,-15.646637171734401,-108.1083755493164,-15.661917686462402
mp-30800,Nd-Zn,6,-16.778991114590898,-16.793649758434718,-103.96228790283203,-16.81582260131836
mp-30801,Nd-Zn,6,-12.912850800473343,-12.894607791273502,-79.44193267822266,-12.921799659729004
mp-1186290,Nd-Zn,8,-31.545034262839447,-31.59998072684382,-216.51385498046875,-31.5037899017334
mp-1103818,Nd-Zn,14,-32.78155178900009,-32.97837772313498,-201.8997344970703,-33.05236053466797
mp-1105669,Nd-Zn,16,-39.781143644259714,-39.66641162395058,-244.56642150878906,-39.873191833496094
mp-30711,Nd-Zn,19,-35.95241401621,-35.83469340411101,-222.079833984375,-35.904884338378906
mp-30802,Nd-Zn,24,-42.546394376565324,-42.55728941617471,-267.2570495605469,-42.71198272705078
mp-1213180,Nd-Zn,30,-68.21109868286501,-69.82947602071002,-462.7189025878906,-62.520301818847656
mp-1199021,Nd-Zn,38,-71.89173235778081,-71.63534635650292,-444.11431884765625,-71.7371826171875
mp-1199143,Nd-Zn,50,-98.16468625093265,-97.88245672654602,-603.4241943359375,-98.2696533203125
mp-28044,Cl-Tm,8,-37.950049325986434,-37.75859191423525,-126.2332534790039,-37.914161682128906
mp-27302,Cl-Tm,24,-106.83341098976695,-106.55316977507796,-438.9216613769531,-106.48182678222656
mp-680292,Cl-Tm,88,-396.60648306965834,-405.07602551729,-1575.400390625,-393.3890380859375
mp-22909,Cl-Zn,6,-16.78258848783974,-16.745722603241266,-50.115821838378906,-16.767744064331055
mp-567279,Cl-Zn,6,-16.74188105091074,-16.75038302873877,-50.08616256713867,-16.70139503479004
mp-1238832,Cl-Zn,8,-17.86505580252942,-17.88675417585488,-60.059932708740234,-17.869895935058594
mp-22889,Cl-Zn,12,-33.51475794212674,-33.452647423526564,-100.24579620361328,-33.49713134765625
mp-571540,Cl-Zn,36,-100.4883018975323,-100.44067948297527,-300.7231140136719,-100.42267608642578
mp-1238911,Cu-F-Ni,10,-40.46128821610564,-41.093374695337616,-78.5272216796875,-40.50843811035156
mp-1207346,Cu-F-Ni,10,-38.06925527257984,-38.65440151212892,-75.64462280273438,-38.781150817871094
mp-1111450,Al-Cl-Na,10,-34.561719231581215,-34.57962848236421,-72.30134582519531,-34.64299774169922
mp-23363,Al-Cl-Na,24,-89.56724487442722,-89.5410722243106,-183.6192626953125,-89.58509826660156
mp-540957,Cs-I-Te,9,-21.43813627549172,-21.454509757505146,-231.13011169433594,-21.42527961730957
mp-1055956,Mg,1,-1.3661341198974233,-1.400989391496801,-3.87815523147583,-1.403346061706543
mp-110,Mg,1,-1.576117843481585,-1.5914297692912265,-4.120664596557617,-1.5824803113937378
mp-1056351,Mg,1,-1.5753166903863505,-1.5909936108088245,-4.118580341339111,-1.5833345651626587
mp-1056702,Mg,1,-1.5922540998514914,-1.6102700268256134,-4.140493869781494,-1.6039280891418457
mp-153,Mg,2,-3.2021790341753342,-3.220274692625834,-8.28160285949707,-3.208026885986328
mp-973364,Mg,4,-6.385929468480937,-6.441281419473402,-16.5623779296875,-6.4154276847839355
mp-1094122,Mg,9,-14.382516028906267,-14.493409687447867,-37.26158905029297,-14.435400009155273
mp-1247180,Mg,10,-14.526002241820127,-14.807586397913495,-39.83320617675781,-14.763408660888672
mp-1184066,Cs-Th,2,-6.638685054572325,-6.767557092829625,-96.80982971191406,-6.568272590637207
mp-1220684,F-Na-Yb,6,-28.360355717703435,-28.25336756037882,-74.43536376953125,-28.357749938964844
mp-676247,F-Na-Yb,12,-56.80929857085793,-56.79012847048925,-148.87197875976562,-56.72900390625
mp-865521,I-Lu,8,-28.653771317322484,-28.62601981905068,-234.71340942382812,-28.679502487182617
mp-28936,Cs-F-Mo,72,-347.7977283476939,-347.2940066279005,-781.2283935546875,-346.30023193359375
mp-863657,Cl-Pm,6,-28.521326854776557,-28.49857918767444,-108.50423431396484,-28.52578353881836
mp-863658,Cl-Pm,8,-38.151087148965445,-38.12796667947458,-125.18084716796875,-38.110084533691406
mp-28368,Au-Cl-Tl,12,-33.05964857477064,-33.038399204143396,-264.6736145019531,-33.02104187011719
mp-11240,Au-Dy,2,-9.60836640991851,-9.595648608260777,-90.26777648925781,-9.602154731750488
mp-11241,Au-Dy,3,-13.753266523582615,-13.743804295098663,-141.48043823242188,-13.733959197998047
mp-1007918,Au-Dy,4,-19.32154575102066,-19.30255598897753,-180.69107055664062,-19.298011779785156
mp-1080590,Au-Dy,8,-34.619381795463795,-34.61093007721738,-384.7026062011719,-34.582828521728516
mp-1103411,Au-Dy,12,-57.62530232541106,-57.49302015256607,-513.0028686523438,-57.55253601074219
mp-1199277,Au-Dy,56,-217.33403333152228,-217.1269927217084,-2754.0615234375,-217.34039306640625
mp-1225861,Au-Dy,65,-272.2093525923176,-272.14417909600786,-3150.1005859375,-272.71075439453125
mp-1112308,Cs-F-K-Mo,10,-47.98382372310002,-47.9117770802947,-109.01608276367188,-48.01411819458008
mp-1111284,Cl-Li-Sc,10,-40.152409289946014,-40.19743314597041,-74.67665100097656,-40.24067687988281
mp-686004,Cl-Li-Sc,40,-169.71556322052237,-169.53463543729913,-308.19915771484375,-170.0567169189453
mp-1112951,As-Cs-I,10,-26.107504190448356,-26.067667103047388,-247.51905822753906,-26.026500701904297
mp-1206189,Er-F-K,10,-52.1366586071108,-52.09949234620471,-108.10124206542969,-52.16828536987305
mp-1206193,Er-F-K,10,-51.74653682894602,-51.614380144798474,-107.5220718383789,-51.706260681152344
mp-1211695,Er-F-K,20,-105.4926293766276,-105.45550498347947,-217.92344665527344,-105.5763931274414
mp-18451,Er-F-K,28,-179.28327111122255,-179.09590616862494,-413.1468200683594,-179.1922607421875
mp-17371,Er-F-K,32,-177.0994393324802,-177.11234234123674,-376.9791564941406,-177.134033203125
mp-558238,Er-F-K,80,-501.1775458527886,-500.53355448694197,-1141.867919921875,-501.37744140625
mp-27925,Er-F-K,80,-501.1775603048354,-500.53533438626573,-1141.8680419921875,-501.377197265625
mp-1201270,Er-F-K,108,-642.190498096175,-642.2997334394346,-1421.3582763671875,-642.7901611328125
mp-683945,Er-F-K,112,-716.8358883519812,-716.2066763756272,-1652.5186767578125,-716.6608276367188
mp-1185566,Ac-Cs,4,-4.652630808584063,-4.70857845298496,-141.62229919433594,-4.656238555908203
mp-1232419,Ac-Cs,4,-4.6546151032483385,-4.6255287556595395,-141.68338012695312,-4.636654376983643
mp-1183927,Ac-Cs,4,-11.587924963651423,-11.545018054340543,-228.94467163085938,-11.481618881225586
mp-1183947,Ac-Cs,4,-8.153748105567391,-8.014817872745496,-185.2288055419922,-8.014965057373047
mp-1183957,Ac-Cs,8,-23.223297885010716,-23.130223730323316,-458.1593017578125,-23.099946975708008
mp-22905,Cl-Li,2,-7.3700892073631685,-7.360580059928404,-12.586538314819336,-7.372837543487549
mp-1185319,Cl-Li,4,-14.82063368632755,-14.81368594063494,-25.140178680419922,-14.802475929260254
mp-1101094,Ce-Cl-Cs,9,-37.26149473368378,-37.08711267383889,-138.1697235107422,-37.151161193847656
mp-1112370,Ce-Cl-Cs,10,-40.334065836731654,-40.40324589102922,-165.7338409423828,-40.44957733154297
mp-13984,Cd-F-Pd,8,-30.335587745563227,-30.261737820624752,-76.03721618652344,-30.361602783203125
mp-1226775,Cd-F-Pd,12,-46.5786044727191,-46.61478854378269,-133.9470977783203,-46.66294860839844
mp-1223984,Hg-Pb,4,-11.33179404387068,-11.323824287834508,-218.04629516601562,-11.333168029785156
mp-1224108,Hg-Pb,5,-15.082342145870511,-15.007560473256241,-274.3621520996094,-15.028097152709961
mp-1184700,Hg-Pb,8,-8.79046714017614,-9.00833968351576,-408.3623962402344,-9.038057327270508
mp-15634,Cs-F-Na-Ti,20,-105.4283627208004,-105.56462317131034,-236.65919494628906,-105.46036529541016
mp-562050,Cs-F-Na-Ti,30,-158.14930373635588,-158.26776948513543,-355.0895690917969,-158.25933837890625
mp-1224802,Ga-Pd,2,-9.272868411703831,-9.315358085496701,-35.41575622558594,-9.300437927246094
mp-1212609,Ga-Pd,2,-9.334918771514692,-9.41530590596384,-35.52407455444336,-9.401042938232422
mp-1184254,Ga-Pd,4,-20.31086077772677,-20.336905737145,-81.8994369506836,-20.368080139160156
mp-1184209,Ga-Pd,4,-20.392263942244103,-20.456617037099562,-82.08220672607422,-20.507783889770508
mp-1184278,Ga-Pd,8,-40.84989416828848,-40.95183925401754,-164.26699829101562,-40.986595153808594
mp-1078526,Ga-Pd,8,-38.17013857485657,-38.186287509929755,-142.3257598876953,-38.014122009277344
mp-31467,Ga-Pd,10,-51.18667896300267,-51.13158356492003,-200.61741638183594,-51.23709487915039
mp-30660,Ga-Pd,12,-43.476396466575615,-43.715892768802725,-162.619384765625,-43.60935974121094
mp-1869,Ga-Pd,12,-61.23997994321074,-61.22797966744969,-236.8756103515625,-61.239479064941406
mp-2408,Ga-Pd,16,-80.13716064948491,-80.30860276338659,-308.1907653808594,-80.18199157714844
mp-31485,Ga-Pd,18,-92.25556331825763,-92.13995369178642,-365.0244445800781,-92.41749572753906
mp-1106289,Ga-Pd,20,-81.98547170546587,-82.34543069425956,-304.8602600097656,-82.34219360351562
mp-405,Ga-Pd,28,-143.50435713482153,-143.32866004136804,-565.5970458984375,-143.72528076171875
mp-1205794,Cl-Ho-Rb,10,-39.436879864122936,-39.41509813203537,-138.45550537109375,-39.435245513916016
mp-1209512,Cl-Ho-Rb,32,-132.1720627730528,-132.08680255563294,-458.5675964355469,-132.28652954101562
mp-1209406,Cl-Ho-Rb,40,-182.369702293362,-182.3836857367116,-623.3252563476562,-182.3223114013672
mp-1209492,Cl-Ho-Rb,40,-159.91810681471594,-159.8529395079036,-557.1257934570312,-160.063720703125
mp-1225677,Au-Cu,2,-7.325487679626175,-7.352251819251235,-61.35237503051758,-7.357088565826416
mp-2258,Au-Cu,4,-15.713199006924103,-15.688290877221691,-83.21334075927734,-15.63178825378418
mp-1184018,Au-Cu,4,-13.970954044787801,-13.921379094339605,-162.5691375732422,-13.934697151184082
mp-2103,Au-Cu,4,-13.981723450024306,-13.945830275033947,-162.58555603027344,-13.950669288635254
mp-522,Au-Cu,4,-14.940883002452871,-14.922276921691346,-123.01516723632812,-14.905235290527344
mp-1225742,Au-Cu,5,-17.186763407286858,-17.154053547608903,-213.17852783203125,-17.1661376953125
mp-1225761,Au-Cu,5,-19.38176202573664,-19.354210649987184,-93.55857849121094,-19.388324737548828
mp-1184004,Au-Cu,8,-27.93010801686521,-27.847358094128037,-325.2087097167969,-27.8792724609375
mp-582681,Au-Cu,20,-74.61891091432712,-74.50036130251678,-614.9615478515625,-74.4259033203125
mp-1062974,Pd-Pr,3,-16.696926640152522,-16.693581234569034,-78.7049789428711,-16.692584991455078
mp-1571,Pd-Pr,4,-23.321160656633428,-23.347436423391837,-103.03873443603516,-23.291969299316406
mp-999291,Pd-Pr,4,-23.074101166848234,-23.06236028165029,-111.56444549560547,-23.061321258544922
mp-1186725,Pd-Pr,4,-20.051196883993423,-19.971071903903027,-117.51801300048828,-20.05500030517578
mp-1102877,Pd-Pr,12,-66.77211018421988,-67.18716751740412,-297.9510803222656,-67.33949279785156
mp-1104184,Pd-Pr,14,-81.2530909836502,-81.3283382497136,-382.4828796386719,-81.44330596923828
mp-1106268,Pd-Pr,20,-107.61618602807745,-107.37543342750507,-584.8087768554688,-107.48635864257812
mp-1213886,Ce-F-Tl,56,-322.5965437659238,-321.6586316582348,-992.4765014648438,-321.7611083984375
mp-756849,F-Fe-Li,6,-30.751605978035442,-30.754172421127308,-46.023109436035156,-30.773012161254883
mp-1176695,F-Fe-Li,6,-30.419320996599094,-30.446656330478536,-45.52937316894531,-30.451152801513672
mp-755718,F-Fe-Li,7,-35.506106774755516,-35.576386561973386,-50.93317794799805,-35.55030059814453
mp-755154,F-Fe-Li,7,-35.752288428401464,-35.82274475567938,-51.250762939453125,-35.718204498291016
mp-755356,F-Fe-Li,7,-35.56643553750901,-35.67354429373027,-51.005409240722656,-35.62451934814453
mp-777463,F-Fe-Li,9,-42.33617145574938,-42.5154172803725,-62.159122467041016,-42.282630920410156
mp-755087,F-Fe-Li,10,-49.55646127472208,-49.69459353196082,-69.29895782470703,-49.64192199707031
mp-754051,F-Fe-Li,10,-52.53036884691193,-52.57265654566625,,-52.59844970703125
mp-1446564,F-Fe-Li,10,-52.652111141676954,-52.51797555787587,-79.020263671875,-52.5506477355957
mp-1176698,F-Fe-Li,10,-52.65274713688653,-52.52189311131566,-79.0214614868164,-52.55376052856445
mp-761166,F-Fe-Li,10,-52.712396045776444,-52.630250864713574,-79.10673522949219,-52.67192459106445
mp-755179,F-Fe-Li,10,-51.98886282083612,-51.9793186185741,-78.48692321777344,-52.00069808959961
mp-755136,F-Fe-Li,10,-52.0675666660113,-52.259651203565014,-78.92748260498047,-52.214393615722656
mp-780639,F-Fe-Li,10,-52.64467216104764,-52.614637183676265,-78.96613311767578,-52.60784149169922
mp-777672,F-Fe-Li,10,-52.278464371253705,-52.30461924362669,-78.62227630615234,-52.315574645996094
mp-1097043,F-Fe-Li,10,-51.225439473166745,-51.36889168884065,-77.29156494140625,-51.2285270690918
mp-777522,F-Fe-Li,10,-52.5979080316511,-52.548664967904784,-79.01730346679688,-52.61891174316406
mp-1407616,F-Fe-Li,10,-52.280808804087854,-52.30389892838754,-78.62791442871094,-52.31694030761719
mp-754662,F-Fe-Li,12,-60.71428841025802,-60.78588279516651,-91.47772979736328,-60.76042556762695
mp-756100,F-Fe-Li,12,-60.730885912612436,-60.740583750680734,-91.0373764038086,-60.761817932128906
mp-1393169,F-Fe-Li,12,-61.079410557342,-61.06779627297923,-91.60550689697266,-61.09872817993164
mp-756535,F-Fe-Li,12,-60.486618259972346,-60.48981699730933,-90.93221282958984,-60.56829833984375
mp-1176702,F-Fe-Li,12,-61.83424053858216,-61.699796069851146,-91.82612609863281,-61.72401428222656
mp-754569,F-Fe-Li,12,-61.83116815612363,-61.674254557345684,-91.76343536376953,-61.71721649169922
mp-776094,F-Fe-Li,12,-60.85402220415015,-60.987560485018165,-91.60350036621094,-60.915611267089844
mp-755146,F-Fe-Li,12,-60.25050638777773,-60.68333215597033,-91.29668426513672,-60.59297180175781
mp-2411702,F-Fe-Li,12,-61.60043523785265,-61.43293573741816,-91.71463012695312,-61.49640655517578
mp-777801,F-Fe-Li,12,-61.081012280982385,-61.066878271588735,,-61.102210998535156
mp-1176693,F-Fe-Li,12,-61.56787519810978,-61.48383742247351,-91.7064208984375,-61.52039337158203
mp-776264,F-Fe-Li,12,-61.84501227861232,-61.70275045308749,-91.82176208496094,-61.732276916503906
mp-776339,F-Fe-Li,12,-60.78648717738588,-60.781145285178916,-91.33756256103516,-60.84710693359375
mp-755554,F-Fe-Li,12,-61.6156575542975,-61.52732913915983,-92.14559936523438,-61.61187744140625
mp-755299,F-Fe-Li,12,-60.970111249223244,-60.9869923106843,-91.34027862548828,-61.026615142822266
mp-776164,F-Fe-Li,12,-61.666144432297955,-61.62720674244591,-92.11527252197266,-61.63639831542969
mp-777595,F-Fe-Li,12,-61.096520468314225,-61.05691069536743,-91.40201568603516,-61.03554153442383
mp-776732,F-Fe-Li,13,-68.68485522141518,-68.9853317208111,-105.97402954101562,-68.87859344482422
mp-776754,F-Fe-Li,13,-69.30605987125935,-69.25195981033326,-106.68319702148438,-69.3361587524414
mp-776687,F-Fe-Li,14,-69.20520838773406,-69.25590107208546,-93.20189666748047,-69.2734375
mp-777664,F-Fe-Li,14,-71.44470829356965,-71.39690557831325,-101.6069107055664,-71.39727020263672
mp-754579,F-Fe-Li,14,-72.0197358591392,-71.9680247846913,-102.78187561035156,-71.91668701171875
mp-777418,F-Fe-Li,14,-72.01323741665847,-71.9217303831278,-102.69315338134766,-71.85926055908203
mp-754747,F-Fe-Li,14,-70.96860854084,-71.07577438808242,-102.03275299072266,-71.05509948730469
mp-755741,F-Fe-Li,14,-72.0886110118241,-71.9269665026638,-102.80889129638672,-71.966552734375
mp-849493,F-Fe-Li,14,-72.02507194551968,-71.86821151098302,-102.7839584350586,-71.88829040527344
mp-754457,F-Fe-Li,14,-71.8886761104542,-71.35742266683573,-102.24048614501953,-71.28651428222656
mp-755653,F-Fe-Li,14,-65.24506392193948,-65.30757076054816,-99.98456573486328,-64.89376068115234
mp-755747,F-Fe-Li,14,-71.41900529984125,-71.63249465162812,-102.75277709960938,-71.54716491699219
mp-777588,F-Fe-Li,14,-70.86640018441555,-71.09467345994436,-102.04182434082031,-70.98924255371094
mp-760354,F-Fe-Li,15,-78.0478999293447,-78.25121096757935,,-78.14744567871094
mp-1410541,F-Fe-Li,16,-81.03876757261332,-80.95321359290033,-115.83453369140625,-81.0376205444336
mp-754221,F-Fe-Li,16,-85.45773641521802,-85.67514638341561,-133.8680877685547,-85.72620391845703
mp-1391065,F-Fe-Li,16,-82.63232688970984,,-132.41172790527344,-84.44549560546875
mp-755188,F-Fe-Li,16,-85.2082824134777,-85.28891783229903,-134.1548614501953,-85.33863830566406
mp-776635,F-Fe-Li,16,-81.2285884620041,-81.10907938835255,-116.05033111572266,-81.21334838867188
mp-1176731,F-Fe-Li,16,-85.40320908430772,-85.43787211138205,-133.78652954101562,-85.64289093017578
mp-776107,F-Fe-Li,16,-81.03591508845533,-80.95562977657941,,-81.03925323486328
mp-776764,F-Fe-Li,16,-85.77568529823151,-85.77075375240338,-134.05296325683594,-85.88455200195312
mp-753862,F-Fe-Li,16,-81.13668278112347,-81.00553991732369,-115.48551177978516,-81.03500366210938
mp-1222351,F-Fe-Li,16,-68.38744802377812,-68.43472476708945,-107.71198272705078,-68.01627349853516
mp-541669,F-Fe-Li,18,-95.41418131465149,-95.88615656029022,-148.5540313720703,-95.41232299804688
mp-755193,F-Fe-Li,18,-85.28799748814171,-85.38671138195346,-124.49249267578125,-84.7445297241211
mp-776191,F-Fe-Li,18,-90.84633973225404,-90.73381675846754,-135.8097686767578,-90.86637115478516
mp-557403,F-Fe-Li,18,-95.41040834624187,-95.51471366418778,-148.55126953125,-95.41905212402344
mp-755693,F-Fe-Li,18,-91.36587160162296,-91.45432516272741,-136.51187133789062,-91.47407531738281
mp-754707,F-Fe-Li,20,-104.82346836082912,-104.8350690272807,-157.49557495117188,-104.79978942871094
mp-755575,F-Fe-Li,20,-104.03535543854977,-104.15678031478595,-156.97607421875,-103.9822998046875
mp-777888,F-Fe-Li,20,-105.08013651651436,-105.08747182641301,-157.95521545410156,-105.1712875366211
mp-777622,F-Fe-Li,20,-104.81051559667438,-105.03400679212014,-157.71597290039062,-105.0535888671875
mp-777459,F-Fe-Li,20,-100.68923612568061,-100.38363660730383,-139.4928436279297,-100.63050842285156
mp-777488,F-Fe-Li,20,-100.40614209478183,-100.24435134409097,-139.5810546875,-100.44669342041016
mp-777475,F-Fe-Li,20,-100.26989121288261,-100.30538477451795,-139.4892578125,-100.45318603515625
mp-756109,F-Fe-Li,20,-104.52911775006477,-104.76459904885895,-158.0469512939453,-104.83570861816406
mp-755103,F-Fe-Li,20,-104.51700249682034,,-157.38519287109375,-104.54715728759766
mp-756113,F-Fe-Li,20,-105.27358248094158,-105.16966060382678,-157.85987854003906,-105.27613830566406
mp-754994,F-Fe-Li,20,-104.84702236899156,-104.89122980684483,,-104.85689544677734
mp-1176706,F-Fe-Li,20,-105.28511396608415,-105.23240417504405,-157.9488983154297,-105.21553039550781
mp-1176705,F-Fe-Li,20,-104.55752049147995,-104.61568727911575,-157.25071716308594,-104.62808227539062
mp-754816,F-Fe-Li,20,-105.07166668061019,-104.92910700898231,-157.82916259765625,-105.03578186035156
mp-777447,F-Fe-Li,20,-101.74631120139973,-101.64094852135418,-157.79747009277344,-101.79594421386719
mp-777151,F-Fe-Li,20,-102.50378564536497,-102.25979621639605,-158.5540771484375,-102.48555755615234
mp-777899,F-Fe-Li,20,-104.69416035504527,-104.6507360235264,-157.27130126953125,-104.66055297851562
mp-1176709,F-Fe-Li,20,-105.07471673446956,-105.08308581863639,-157.94619750976562,-105.1665267944336
mp-777900,F-Fe-Li,20,-100.26550085298008,-100.27295909469507,-139.42745971679688,-100.4465560913086
mp-754581,F-Fe-Li,20,-104.15449979769636,-104.40708575065604,-157.4176788330078,-104.33853149414062
mp-777677,F-Fe-Li,24,-122.35638830509181,-122.35708285372588,-182.5736083984375,-122.3287353515625
mp-777679,F-Fe-Li,24,-121.96448235457287,-122.00878015090252,-182.88893127441406,-121.87783813476562
mp-777474,F-Fe-Li,24,-122.49479268772788,-122.45683243087308,-183.05735778808594,-122.40837097167969
mp-777550,F-Fe-Li,24,-122.71616631413069,-122.59660571905383,-183.75164794921875,-122.73109436035156
mp-777785,F-Fe-Li,24,-121.84870293472098,-122.00640368680668,-182.3850860595703,-121.90469360351562
mp-774403,F-Fe-Li,24,-108.80895891609968,-109.71489816854317,-174.0037384033203,-108.73335266113281
mp-777472,F-Fe-Li,24,-121.30698977824608,-121.07203866078706,-182.86805725097656,-121.2844009399414
mp-778510,F-Fe-Li,24,-123.28963785306385,-123.1627747415351,-184.2433624267578,-123.20671844482422
mp-777444,F-Fe-Li,24,-124.17317201083995,-124.10619122883358,-181.5,-124.19290161132812
mp-777559,F-Fe-Li,24,-122.71376502531396,-122.66962089641763,-183.32887268066406,-122.7664794921875
mp-849226,F-Fe-Li,24,-123.28667854054545,-123.232190052949,-184.2918243408203,-123.2707748413086
mp-777678,F-Fe-Li,24,-121.15125236482645,-121.03116828656219,-181.10560607910156,-121.10843658447266
mp-849228,F-Fe-Li,24,-121.79745744285242,-121.79357831888572,-181.28028869628906,-121.95402526855469
mp-777674,F-Fe-Li,24,-122.49328585175108,-122.14628640594209,-182.90940856933594,-122.27294921875
mp-777477,F-Fe-Li,24,-122.07449937458571,-122.22682914116776,-183.07012939453125,-122.28158569335938
mp-777525,F-Fe-Li,24,-122.03812848160916,-122.08613494222695,-182.82142639160156,-122.23004913330078
mp-776050,F-Fe-Li,24,-108.66857637659078,-110.03167830888225,-173.57337951660156,-108.4022216796875
mp-777252,F-Fe-Li,24,-121.92243119757165,-121.92133826733297,-182.81602478027344,-121.988525390625
mp-755632,F-Fe-Li,24,-123.37153886697809,-123.27220543838567,-184.32322692871094,-123.32771301269531
mp-778513,F-Fe-Li,24,-122.08329410117285,-121.86970461473236,,-121.9481430053711
mp-777875,F-Fe-Li,24,-123.06754970172246,-123.19478462050618,-184.45767211914062,-123.2342300415039
mp-1348117,F-Fe-Li,24,-109.4929403832809,-111.78331575253182,-173.91061401367188,-107.96882629394531
mp-778347,F-Fe-Li,24,-122.95970114851875,-123.07826711484513,-184.2111053466797,-123.19854736328125
mp-1177989,F-Fe-Li,26,-138.46123990054127,-138.66997383113468,-212.89109802246094,-138.6259765625
mp-1178071,F-Fe-Li,26,-136.81546144962664,-137.33103476054595,-211.82688903808594,-137.25802612304688
mp-776657,F-Fe-Li,26,-138.03470750693793,-138.29971066965408,,-138.3433837890625
mp-776642,F-Fe-Li,26,-137.04347372091146,-137.40084141782393,-212.30873107910156,-137.62228393554688
mp-776648,F-Fe-Li,26,-137.52855937200917,-137.56679685448535,-211.72616577148438,-137.788330078125
mp-777443,F-Fe-Li,27,-127.30852410493219,-127.46851666719412,-185.824462890625,-126.73081970214844
mp-777860,F-Fe-Li,27,-127.92470878232797,-127.96214579135673,-186.65972900390625,-127.17242431640625
mp-776151,F-Fe-Li,28,-128.79354519460497,-130.67590763209907,-198.09039306640625,-128.30682373046875
mp-774866,F-Fe-Li,28,-141.18116335413927,-140.9893550316645,-206.47434997558594,-140.97972106933594
mp-776153,F-Fe-Li,28,-128.02533517318554,-128.65790685113984,-196.6365203857422,-127.21910095214844
mp-777781,F-Fe-Li,28,-142.42712151696097,-142.5064311290941,-203.79507446289062,-142.4613800048828
mp-849283,F-Fe-Li,28,-144.315652817891,-144.06337794922658,-205.66847229003906,-144.17477416992188
mp-777665,F-Fe-Li,28,-142.64308198002422,-142.91497288272356,-205.26251220703125,-142.64889526367188
mp-777673,F-Fe-Li,28,-142.29404708409618,-142.36844599911106,,-142.30532836914062
mp-777471,F-Fe-Li,28,-143.23310101663247,-143.1693380240981,-204.8482208251953,-143.00494384765625
mp-1177954,F-Fe-Li,28,-142.88145526958212,-142.79545506585782,-203.2194366455078,-142.79347229003906
mp-775765,F-Fe-Li,28,-128.2745693690433,-131.51844612931396,-196.6130828857422,-127.27296447753906
mp-777470,F-Fe-Li,30,-157.2641379508903,-157.2446978173533,-236.35789489746094,-156.63153076171875
mp-777489,F-Fe-Li,30,-155.94722566098613,-156.24636196830016,-234.68910217285156,-156.27462768554688
mp-1176707,F-Fe-Li,30,-156.69997921961212,-156.8292565207894,-235.81405639648438,-156.63941955566406
mp-1176718,F-Fe-Li,30,-156.48264336673356,-156.74071706127236,-235.76388549804688,-156.5880126953125
mp-807001,F-Fe-Li,32,-169.50103831537461,-169.9289580129552,-266.3560485839844,-170.20016479492188
mp-776177,F-Fe-Li,32,-161.45581049990486,-161.46888143721483,-231.31915283203125,-161.37100219726562
mp-778405,F-Fe-Li,32,-170.29365603125484,-170.5572093405249,-267.3667907714844,-170.91534423828125
mp-775764,F-Fe-Li,32,-161.17865640713083,-160.929694839155,,-161.10406494140625
mp-777684,F-Fe-Li,32,-170.47482134325176,-170.80074326595346,-267.49072265625,-170.8772430419922
mp-775758,F-Fe-Li,32,-161.37128910461882,-159.85837327960223,-229.05126953125,-160.04379272460938
mp-776816,F-Fe-Li,32,-159.6873519515987,-160.14193730367785,-229.720703125,-160.01589965820312
mp-1176739,F-Fe-Li,32,-170.30403609931722,-170.4568602243522,-266.8487243652344,-170.7427520751953
mp-776155,F-Fe-Li,32,-159.68325904175964,-160.11285130994847,-229.70333862304688,-159.99038696289062
